MiniLab	20-Oct-15	4:39:59 PM	

Time (sec)	T1 (C)	T2 (C)	T3 (C)	T4 (C)	T5 (C)	P1 (kPa)	P2 (kPa)	P3 (kPa)	P4 (kPa)	P5 (kPa)	Fuel Flow  (L/hr)	N1 (RPM)	Thrust (N)
22357.090	34.864	134.274	670.471	688.337	485.380	0.714	87.388	86.110	9.378	6.779	21.578	59953.169	42.016
22357.290	34.874	134.322	670.025	688.134	484.657	0.708	87.396	86.063	9.398	6.713	21.584	59954.891	42.197
22357.490	35.015	134.413	670.930	687.921	485.727	0.722	87.316	86.076	9.361	6.766	21.576	59951.514	42.986
22357.690	34.959	134.311	670.464	687.978	484.782	0.693	87.292	86.068	9.334	6.772	21.574	59953.206	41.824
22357.893	34.919	134.529	670.916	687.943	485.099	0.707	87.280	86.045	9.400	6.731	21.582	59955.135	42.449
22358.093	34.925	134.343	670.652	687.898	485.823	0.697	87.174	85.978	9.395	6.745	21.595	59955.069	42.547
22358.293	34.891	134.421	670.736	687.738	485.442	0.701	87.244	86.059	9.386	6.782	21.593	59952.349	42.931
22358.493	34.945	134.522	670.299	687.674	485.006	0.701	87.327	86.065	9.352	6.770	21.590	59955.896	41.983
22358.693	34.833	134.360	670.692	687.603	485.808	0.687	87.279	85.959	9.428	6.758	21.596	59955.630	41.824
22358.893	34.956	134.524	670.128	687.591	485.651	0.694	87.335	86.038	9.357	6.720	21.592	59952.046	42.443
22359.093	34.950	134.490	670.258	687.465	484.924	0.724	87.427	86.255	9.371	6.788	21.600	59948.239	42.509
22359.293	34.798	134.470	670.250	687.423	485.005	0.717	87.374	86.200	9.405	6.830	21.594	59950.582	42.723
22359.493	34.902	134.498	670.372	687.432	485.289	0.729	87.427	86.241	9.393	6.756	21.596	59948.609	42.268
22359.693	34.900	134.542	669.672	687.487	485.375	0.724	87.424	86.151	9.425	6.779	21.592	59946.990	42.410
22359.893	34.856	134.623	669.809	687.611	485.576	0.706	87.538	86.261	9.370	6.772	21.585	59948.446	42.394
22360.095	34.858	134.537	670.320	687.589	485.442	0.704	87.373	86.103	9.434	6.708	21.587	59950.139	42.471
22360.295	34.875	134.646	670.688	687.706	485.613	0.692	87.284	85.980	9.354	6.743	21.585	59952.630	42.213
22360.495	34.842	134.537	670.444	687.693	486.194	0.698	87.358	86.058	9.351	6.727	21.574	59951.477	42.246
22360.697	34.906	134.611	670.541	687.594	485.271	0.714	87.241	86.036	9.422	6.746	21.582	59949.437	42.515
22360.897	34.920	134.591	670.259	687.593	485.618	0.703	87.349	86.088	9.341	6.732	21.571	59951.972	42.114
22361.097	34.806	134.647	670.669	687.674	485.631	0.708	87.357	86.125	9.356	6.770	21.573	59950.841	43.090
22361.298	34.928	134.645	670.343	687.695	485.436	0.718	87.329	86.091	9.408	6.758	21.579	59952.674	41.769
22361.498	34.844	134.625	671.093	687.765	485.513	0.700	87.247	85.946	9.320	6.748	21.580	59952.888	41.846
22361.698	34.901	134.623	671.690	687.792	485.673	0.720	87.055	85.864	9.365	6.752	21.577	59952.046	42.394
22361.897	34.801	134.529	670.956	687.874	485.001	0.713	87.131	85.810	9.344	6.757	21.573	59953.783	42.131
22362.097	34.893	134.590	671.011	687.988	485.437	0.730	87.232	85.971	9.291	6.746	21.585	59948.358	41.994
22362.297	34.901	134.615	671.202	688.007	485.617	0.713	87.029	85.799	9.418	6.723	21.589	59943.613	42.701
