MiniLab	20-Oct-15	4:35:08 PM	

Time (sec)	T1 (C)	T2 (C)	T3 (C)	T4 (C)	T5 (C)	P1 (kPa)	P2 (kPa)	P3 (kPa)	P4 (kPa)	P5 (kPa)	Fuel Flow  (L/hr)	N1 (RPM)	Thrust (N)
22071.604	33.470	95.831	607.222	664.968	475.663	0.324	43.651	42.631	4.910	3.587	14.828	45059.440	22.749
22071.804	33.468	95.786	607.251	664.986	475.307	0.326	43.671	42.603	4.946	3.541	14.826	45058.228	22.486
22072.006	33.428	95.837	607.447	665.084	476.116	0.327	43.703	42.627	4.890	3.504	14.832	45059.278	22.228
22072.208	33.506	95.913	607.523	665.159	475.486	0.325	43.670	42.696	4.950	3.567	14.833	45092.286	23.007
22072.408	33.499	95.897	607.228	665.119	475.709	0.325	43.654	42.634	4.838	3.582	14.825	45094.584	22.661
22072.610	33.555	95.924	606.847	665.028	475.622	0.329	43.750	42.769	4.963	3.537	14.827	45094.355	22.601
22072.810	33.538	95.898	607.024	664.932	475.446	0.331	43.582	42.528	4.906	3.572	14.819	45093.631	23.330
22073.010	33.524	95.892	607.382	664.822	475.439	0.329	43.655	42.574	4.904	3.528	14.845	45093.926	23.051
22073.210	33.516	95.919	607.712	664.792	476.292	0.318	43.648	42.643	4.957	3.543	14.828	45091.465	23.056
22073.412	33.525	95.931	606.755	664.751	475.568	0.326	43.729	42.660	4.906	3.558	14.832	45091.377	22.864
22073.612	33.507	95.998	606.784	664.753	475.023	0.334	43.711	42.685	4.900	3.582	14.823	45091.916	23.018
22073.812	33.457	95.921	606.933	664.814	475.369	0.333	43.704	42.687	4.931	3.536	14.823	45091.096	22.393
22074.012	33.467	95.916	607.122	665.016	475.363	0.331	43.687	42.650	4.914	3.543	14.827	45093.431	22.502
22074.212	33.451	95.924	606.757	665.086	475.293	0.332	43.654	42.661	4.888	3.556	14.815	45095.338	22.738
22074.412	33.518	96.049	606.815	665.142	475.159	0.329	43.587	42.580	4.908	3.532	14.823	45095.146	22.787
22074.612	33.486	96.000	607.232	664.995	475.118	0.330	43.634	42.606	4.930	3.575	14.838	45096.129	22.491
22074.812	33.532	96.033	607.453	664.917	475.572	0.324	43.634	42.648	4.918	3.541	14.834	45092.663	22.447
22075.014	33.574	96.074	606.595	664.878	475.053	0.330	43.507	42.511	4.931	3.586	14.831	45089.632	23.248
22075.215	33.561	96.082	606.408	664.777	475.099	0.336	43.566	42.576	4.855	3.567	14.810	45087.282	22.913
22075.415	33.555	96.071	607.626	664.661	474.853	0.330	43.516	42.534	4.895	3.574	14.835	45081.547	23.500
22075.615	33.487	96.054	607.337	664.594	475.323	0.328	43.627	42.647	4.910	3.568	14.827	45083.431	22.771
22075.815	33.470	96.040	607.093	664.446	474.896	0.323	43.631	42.603	4.916	3.534	14.807	45072.500	23.127
22076.015	33.472	96.119	607.161	664.400	474.957	0.318	43.757	42.765	4.952	3.534	14.833	45072.278	22.436
22076.215	33.429	96.025	607.773	664.353	474.606	0.331	43.625	42.557	4.931	3.552	14.828	45073.660	22.595
22076.415	33.399	95.983	606.931	664.372	475.081	0.337	43.557	42.554	4.940	3.560	14.825	45067.467	22.683
22076.615	33.426	96.064	607.693	664.288	474.634	0.331	43.517	42.479	4.927	3.537	14.834	45066.558	22.749
22076.815	33.377	96.033	606.998	664.183	475.187	0.329	43.633	42.573	4.914	3.566	14.831	45047.112	22.508
22077.015	33.429	96.074	606.519	664.001	475.080	0.333	43.511	42.512	4.869	3.515	14.830	45043.727	22.212
22077.215	33.345	96.078	607.212	663.979	474.821	0.333	43.657	42.601	4.946	3.545	14.802	45045.427	22.524
22077.417	33.357	96.057	607.140	664.005	475.090	0.333	43.577	42.564	4.930	3.567	14.819	45040.601	22.634
22077.617	33.328	96.044	607.222	664.082	474.884	0.331	43.511	42.498	4.916	3.509	14.819	45042.818	22.349
22077.817	33.367	96.085	606.709	663.901	474.625	0.326	43.451	42.453	4.885	3.573	14.801	45039.581	22.442
22078.019	33.357	96.132	606.554	663.779	475.029	0.324	43.475	42.421	4.946	3.536	14.836	45040.682	22.053
22078.219	33.306	96.156	606.771	663.635	474.399	0.324	43.433	42.423	4.887	3.566	14.829	45040.748	22.135
22078.419	33.339	96.159	606.756	663.485	474.761	0.324	43.450	42.413	4.912	3.566	14.831	45031.724	22.288
22078.621	33.283	96.070	606.410	663.255	475.184	0.317	43.448	42.395	4.921	3.534	14.828	45030.017	22.157
22078.821	33.312	96.121	605.892	663.231	475.106	0.321	43.535	42.518	4.943	3.548	14.830	45029.499	22.349
22079.021	33.317	96.071	606.247	663.156	474.963	0.327	43.463	42.401	4.876	3.561	14.834	45025.161	22.387
22079.221	33.333	96.174	605.790	663.132	474.990	0.327	43.446	42.345	4.911	3.583	14.824	45025.383	22.140
22079.421	33.387	96.227	606.566	663.115	474.764	0.319	43.519	42.476	4.926	3.530	14.801	45021.724	22.683
22079.621	33.394	96.140	606.179	662.922	474.509	0.321	43.402	42.410	4.877	3.560	14.812	45017.356	22.683
22079.821	33.384	96.160	606.038	662.832	474.970	0.326	43.454	42.430	4.889	3.559	14.835	45019.448	22.349
22080.021	33.370	96.189	605.477	662.878	474.349	0.325	43.319	42.275	4.918	3.513	14.821	44993.343	22.206
22080.221	33.382	96.192	606.124	662.912	474.837	0.328	43.534	42.498	4.914	3.539	14.823	44992.079	22.245
22080.421	33.348	96.133	606.425	662.963	474.387	0.335	43.402	42.419	4.932	3.543	14.821	44990.312	22.157
22080.621	33.412	96.224	605.883	663.066	474.925	0.339	43.460	42.471	4.907	3.504	14.824	44988.635	23.040
22080.821	33.379	96.228	606.782	663.306	474.062	0.341	43.477	42.467	4.895	3.544	14.823	44990.852	22.749
22081.021	33.417	96.191	606.757	663.346	474.765	0.349	43.471	42.415	4.895	3.577	14.830	44990.283	22.979
22081.221	33.385	96.179	607.102	663.423	474.614	0.350	43.511	42.484	4.901	3.602	14.834	44993.202	22.749
22081.421	33.424	96.264	607.024	663.673	474.664	0.342	43.430	42.382	4.858	3.538	14.817	44995.013	22.886
22081.621	33.398	96.282	606.654	663.782	474.519	0.334	43.534	42.548	4.890	3.560	14.816	44999.292	22.469
22081.821	33.393	96.273	607.044	663.830	474.429	0.326	43.521	42.520	4.950	3.542	14.824	44995.708	23.094
22082.020	33.343	96.276	606.695	663.936	474.862	0.332	43.556	42.548	4.920	3.533	14.832	45001.273	22.009
22082.220	33.306	96.223	607.426	663.965	474.247	0.336	43.436	42.456	4.895	3.569	14.831	45000.667	22.217
22082.420	33.299	96.259	606.911	664.064	474.022	0.331	43.634	42.654	4.917	3.557	14.833	45001.288	22.168
22082.620	33.290	96.222	606.960	663.968	473.994	0.330	43.493	42.474	4.896	3.578	14.816	45005.412	22.678
22082.820	33.322	96.230	607.614	663.992	474.258	0.328	43.528	42.525	4.896	3.566	14.829	45005.139	22.886
22083.020	33.298	96.242	607.153	664.036	474.871	0.336	43.517	42.548	4.940	3.571	14.807	45006.166	22.804
22083.220	33.345	96.297	607.296	664.169	474.413	0.334	43.506	42.511	4.834	3.519	14.815	45008.029	22.415
22083.420	33.327	96.340	607.542	664.205	473.578	0.331	43.490	42.497	4.892	3.523	14.807	45006.787	22.590
22083.620	33.347	96.266	607.385	664.113	474.103	0.338	43.509	42.467	4.899	3.536	14.807	45004.599	22.913
22083.820	33.312	96.307	607.384	664.085	474.120	0.347	43.452	42.441	4.857	3.576	14.802	45007.822	22.108
22084.020	33.349	96.267	607.795	663.858	474.616	0.340	43.443	42.428	4.890	3.568	14.822	45004.592	22.672
22084.221	33.324	96.387	607.612	663.740	474.286	0.335	43.501	42.446	4.924	3.547	14.825	45006.077	22.053
22084.421	33.384	96.307	607.322	663.564	473.998	0.338	43.418	42.392	4.893	3.593	14.835	45002.537	22.590
22084.621	33.346	96.292	607.051	663.481	473.818	0.340	43.364	42.350	4.917	3.561	14.816	44996.728	22.771
22084.821	33.414	96.336	608.022	663.365	474.210	0.332	43.371	42.336	4.899	3.543	14.810	44996.292	22.393
22085.021	33.393	96.304	606.933	663.267	473.861	0.328	43.313	42.291	4.865	3.580	14.815	44994.274	23.111
22085.221	33.433	96.360	607.672	663.036	474.159	0.334	43.345	42.294	4.930	3.535	14.821	44984.924	22.530
22085.421	33.516	96.426	607.622	663.069	474.193	0.340	43.333	42.334	4.932	3.580	14.820	44984.333	22.086
22085.621	33.504	96.426	607.157	662.971	473.985	0.346	43.274	42.279	4.890	3.566	14.812	44983.498	21.949
22085.821	33.468	96.349	607.378	662.958	474.410	0.344	43.364	42.394	4.904	3.553	14.827	44981.591	22.267
22086.021	33.498	96.354	607.662	663.024	474.276	0.337	43.360	42.324	4.883	3.553	14.819	44979.285	22.069
22086.221	33.483	96.391	607.680	663.055	474.128	0.337	43.361	42.380	4.889	3.526	14.821	44976.284	22.267
22086.421	33.467	96.346	607.633	663.164	473.926	0.331	43.417	42.356	4.941	3.556	14.815	44975.915	21.669
22086.621	33.487	96.414	607.801	663.109	473.782	0.339	43.379	42.375	4.921	3.526	14.834	44975.641	22.217
22086.821	33.517	96.426	607.380	663.073	474.262	0.347	43.378	42.381	4.918	3.582	14.814	44971.946	22.798
22087.021	33.458	96.372	607.058	662.938	474.106	0.341	43.495	42.407	4.931	3.524	14.804	44973.653	21.998
22087.221	33.500	96.369	607.251	662.746	473.792	0.335	43.372	42.327	4.877	3.562	14.808	44974.614	22.173
22087.421	33.437	96.372	607.364	662.540	473.598	0.332	43.401	42.441	4.949	3.550	14.804	44973.298	21.894
22087.621	33.498	96.433	606.784	662.229	473.557	0.329	43.444	42.412	4.933	3.584	14.815	44973.476	21.631
22087.821	33.402	96.355	606.464	662.114	474.122	0.323	43.417	42.416	4.918	3.571	14.806	44972.833	22.108
22088.021	33.431	96.365	606.701	662.074	474.051	0.328	43.412	42.295	4.896	3.539	14.825	44972.914	22.497
22088.221	33.478	96.439	606.189	662.142	473.555	0.331	43.351	42.319	4.879	3.543	14.837	44974.777	21.729
22088.421	33.459	96.406	606.158	662.078	474.008	0.331	43.413	42.377	4.868	3.563	14.827	44974.592	22.606
22088.621	33.489	96.442	605.986	662.069	474.304	0.332	43.417	42.340	4.899	3.563	14.828	44975.390	21.685
22088.821	33.558	96.430	606.046	662.092	473.915	0.331	43.317	42.353	4.865	3.534	14.797	44976.417	22.146
22089.021	33.547	96.458	606.030	662.158	474.103	0.334	43.416	42.429	4.906	3.541	14.815	44974.924	22.700
22089.221	33.522	96.432	605.771	662.301	474.044	0.331	43.462	42.457	4.929	3.575	14.836	44976.743	22.672
22089.421	33.526	96.455	605.803	662.419	474.190	0.330	43.428	42.384	4.900	3.606	14.816	44977.445	22.426
22089.621	33.495	96.443	606.343	662.526	474.361	0.329	43.451	42.385	4.925	3.563	14.813	44979.219	22.552
22089.821	33.476	96.470	606.571	662.644	474.177	0.323	43.438	42.437	4.912	3.541	14.819	44981.791	22.102
22090.024	33.523	96.470	606.259	662.756	473.891	0.320	43.504	42.478	4.906	3.548	14.831	44980.142	22.804
22090.224	33.477	96.446	605.657	662.867	473.422	0.330	43.557	42.532	4.941	3.583	14.820	44981.377	22.349
22090.424	33.529	96.407	606.204	662.955	474.509	0.327	43.530	42.528	4.925	3.579	14.821	44990.542	22.497
22090.624	33.546	96.503	606.697	663.198	473.754	0.329	43.563	42.538	4.948	3.583	14.832	44992.855	22.420
22090.824	33.560	96.513	606.530	663.296	474.235	0.333	43.614	42.658	4.944	3.570	14.836	44994.843	22.738
22091.024	33.530	96.544	606.309	663.328	474.179	0.330	43.624	42.606	4.915	3.580	14.806	45004.015	22.744
22091.224	33.522	96.530	606.060	663.224	473.527	0.332	43.630	42.702	4.907	3.601	14.814	45000.238	22.727
22091.424	33.533	96.466	606.387	663.191	473.624	0.321	43.629	42.732	4.934	3.589	14.813	45073.609	23.133
22091.624	33.499	96.507	606.735	663.194	473.313	0.327	43.670	42.647	4.877	3.586	14.833	45075.442	23.007
22091.824	33.526	96.601	606.261	663.215	474.060	0.340	43.640	42.667	4.935	3.529	14.829	45077.334	22.711
22092.024	33.544	96.603	606.979	663.081	473.826	0.327	43.748	42.753	4.942	3.560	14.831	45080.763	22.426
22092.224	33.538	96.602	606.817	663.093	473.897	0.340	43.811	42.798	4.927	3.541	14.828	45082.197	22.870
22092.424	33.524	96.516	606.768	663.101	473.757	0.333	43.639	42.603	4.914	3.584	14.822	45084.791	22.897
22092.625	33.508	96.512	606.544	663.256	473.856	0.333	43.640	42.623	4.990	3.529	14.832	45088.797	22.683
22092.825	33.520	96.493	606.822	663.259	472.974	0.332	43.546	42.558	4.899	3.549	14.809	45087.548	22.837
22093.025	33.491	96.611	606.998	663.328	473.639	0.330	43.611	42.663	4.918	3.546	14.808	45096.831	22.058
22093.225	33.525	96.614	606.694	663.160	473.528	0.334	43.597	42.581	4.941	3.516	14.826	45095.065	22.623
22093.425	33.555	96.635	606.377	663.056	472.754	0.326	43.670	42.674	4.912	3.510	14.817	45094.022	22.250
22093.626	33.566	96.649	606.504	662.943	473.451	0.330	43.525	42.465	4.944	3.558	14.817	45086.558	22.508
22093.826	33.544	96.629	606.299	662.857	473.007	0.327	43.554	42.517	4.912	3.542	14.832	45088.206	21.790
22094.028	33.587	96.648	606.109	662.633	473.215	0.335	43.617	42.608	4.927	3.533	14.838	45081.192	22.815
22094.230	33.576	96.616	605.754	662.575	473.717	0.333	43.474	42.466	4.926	3.571	14.833	45080.711	22.497
22094.432	33.579	96.623	606.610	662.531	473.399	0.336	43.511	42.479	4.953	3.510	14.828	45081.923	22.557
22094.634	33.557	96.631	606.073	662.443	473.147	0.336	43.474	42.464	4.909	3.544	14.812	45071.214	22.157
22094.835	33.579	96.640	606.524	662.420	473.405	0.337	43.502	42.439	4.938	3.526	14.817	45071.199	21.981
22095.035	33.611	96.642	606.210	662.417	473.007	0.334	43.582	42.513	4.953	3.546	14.828	45036.831	22.256
22095.235	33.542	96.682	606.443	662.505	473.299	0.347	43.420	42.417	4.880	3.538	14.826	45021.074	22.058
22095.437	33.621	96.729	606.364	662.518	473.305	0.333	43.474	42.470	4.937	3.479	14.821	45020.246	22.250
22095.639	33.553	96.681	605.829	662.565	473.560	0.331	43.506	42.526	4.966	3.521	14.806	45018.272	22.294
22095.839	33.586	96.688	606.671	662.671	473.287	0.336	43.459	42.437	4.916	3.578	14.817	45022.788	21.927
22096.039	33.581	96.647	606.874	662.576	473.137	0.333	43.471	42.518	4.914	3.518	14.852	45021.746	22.321
22096.242	33.640	96.684	606.737	662.383	473.080	0.334	43.461	42.464	4.930	3.510	14.844	45024.185	22.595
22096.442	33.673	96.778	606.583	662.215	472.950	0.332	43.540	42.539	4.929	3.523	14.829	45024.030	22.826
22096.644	33.584	96.723	606.356	662.106	472.700	0.333	43.395	42.340	4.937	3.551	14.832	45024.695	22.261
22096.844	33.665	96.720	606.108	662.053	473.231	0.332	43.435	42.394	4.930	3.530	14.825	45024.510	22.990
22097.044	33.664	96.738	606.143	662.153	473.233	0.328	43.549	42.550	4.927	3.504	14.811	45023.579	22.683
22097.244	33.638	96.736	606.582	662.332	472.554	0.333	43.507	42.521	4.910	3.517	14.827	45033.387	22.108
22097.444	33.669	96.766	606.886	662.403	472.544	0.335	43.441	42.361	4.862	3.543	14.824	45030.534	22.497
22097.644	33.740	96.784	606.873	662.454	472.767	0.339	43.559	42.464	4.918	3.544	14.838	45033.099	23.319
22097.844	33.699	96.769	606.663	662.496	472.818	0.325	43.526	42.496	4.934	3.514	14.821	45035.944	22.508
22098.044	33.716	96.819	606.348	662.572	473.077	0.321	43.547	42.537	4.935	3.520	14.840	45036.624	22.913
22098.244	33.778	96.730	606.942	662.636	472.942	0.328	43.525	42.454	4.915	3.517	14.831	45042.116	22.913
22098.446	33.735	96.820	607.040	662.656	472.729	0.331	43.533	42.519	4.913	3.534	14.820	45041.761	22.881
22098.648	33.785	96.804	607.487	662.665	472.349	0.335	43.593	42.621	4.944	3.504	14.817	45044.193	22.694
22098.850	33.736	96.784	607.412	662.843	472.453	0.339	43.600	42.618	4.932	3.520	14.818	45050.904	22.716
22099.050	33.768	96.922	607.653	662.918	472.176	0.333	43.590	42.590	4.899	3.522	14.827	45052.227	22.524
22099.252	33.743	96.764	608.058	662.919	472.217	0.330	43.731	42.748	4.941	3.551	14.812	45097.918	22.634
22099.452	33.741	96.833	607.826	663.151	471.738	0.326	43.689	42.711	4.917	3.563	14.820	45102.943	22.206
22099.651	33.792	96.798	607.830	663.235	471.994	0.327	43.696	42.678	4.922	3.517	14.819	45098.258	22.826
22099.851	33.788	96.882	607.629	663.554	472.299	0.326	43.742	42.718	4.928	3.547	14.833	45111.340	22.447
