MiniLab	10-Dec-12	5:25:39 AM	

Time (sec)	T1 (C)	T2 (C)	T3 (C)	T4 (C)	T5 (C)	P1 (kPa)	P2 (kPa)	P3 (kPa)	P4 (kPa)	P5 (kPa)	Fuel Flow  (L/hr)	N1 (RPM)	Thrust (N)
16813.552	26.494	150.335	660.002	627.431	617.750	0.795	114.031	113.719	11.863	0.878	22.151	65031.829	24.542
16813.752	26.480	150.311	660.197	627.235	618.625	0.802	113.976	113.709	11.809	0.874	22.166	65026.885	24.526
16813.952	26.438	150.334	660.038	627.074	618.318	0.794	113.961	113.605	11.697	0.884	22.173	65027.941	24.158
16814.152	26.437	150.463	660.102	627.014	617.972	0.790	113.908	113.592	11.843	0.882	22.157	65029.723	24.109
16814.353	26.437	150.463	659.569	626.940	618.133	0.789	113.848	113.526	11.721	0.874	22.168	65024.786	23.873
16814.553	26.454	150.438	661.064	626.832	618.180	0.794	113.988	113.647	11.706	0.871	22.170	65024.239	24.175
16814.754	26.460	150.502	660.581	626.897	618.601	0.790	114.024	113.702	11.621	0.884	22.155	65019.412	24.317
16814.954	26.444	150.478	660.569	626.926	618.490	0.796	113.867	113.552	11.735	0.864	22.167	65019.634	24.729
16815.155	26.470	150.476	661.103	626.933	618.720	0.789	113.950	113.623	11.629	0.879	22.171	65018.304	24.570
16815.355	26.426	150.544	661.370	626.958	619.327	0.788	113.900	113.518	11.729	0.868	22.155	65015.251	24.356
16815.555	26.440	150.595	661.170	627.015	618.776	0.777	113.777	113.448	11.645	0.877	22.171	65015.687	24.142
16815.756	26.453	150.609	661.438	627.042	618.796	0.785	113.873	113.507	11.634	0.863	22.168	65010.580	24.367
16815.957	26.415	150.636	661.052	627.139	619.310	0.795	113.837	113.514	11.607	0.869	22.161	65010.410	24.021
16816.157	26.389	150.654	660.654	627.275	619.291	0.791	113.886	113.527	11.739	0.881	22.167	65011.142	24.400
16816.357	26.428	150.694	660.385	627.501	619.468	0.810	113.941	113.569	11.792	0.879	22.165	65008.104	24.323
16816.558	26.374	150.637	660.412	627.449	619.331	0.820	113.914	113.594	11.751	0.874	22.158	65006.692	24.125
16816.758	26.430	150.790	660.018	627.359	619.507	0.787	113.930	113.628	11.756	0.863	22.176	65008.703	24.471
16816.958	26.397	150.743	660.364	627.191	619.385	0.795	113.811	113.546	11.691	0.882	22.164	65005.576	24.219
16817.159	26.463	150.782	660.296	627.164	618.929	0.811	113.842	113.474	11.676	0.880	22.145	65008.533	24.339
16817.359	26.458	150.817	659.980	627.059	619.329	0.801	113.854	113.479	11.653	0.873	22.162	65009.309	23.884
16817.559	26.474	150.913	660.284	627.156	618.975	0.804	113.950	113.675	11.694	0.881	22.159	65009.804	24.652
16817.759	26.463	150.866	660.560	627.029	619.286	0.803	114.000	113.664	11.716	0.870	22.159	65010.987	23.824
16817.959	26.478	150.983	659.831	627.002	619.598	0.800	113.967	113.604	11.724	0.871	22.175	65010.632	24.306
16818.159	26.456	150.946	660.482	627.129	619.721	0.794	113.916	113.574	11.710	0.881	22.163	65008.762	24.197
16818.359	26.469	151.012	660.059	627.224	619.796	0.796	114.008	113.593	11.706	0.865	22.154	65010.388	24.241
16818.559	26.433	150.977	660.219	627.211	619.075	0.792	113.878	113.514	11.622	0.874	22.168	65011.097	24.142
16818.759	26.441	150.997	660.577	627.185	619.356	0.812	113.942	113.568	11.668	0.857	22.151	65009.885	24.158
16818.960	26.424	151.036	660.659	627.262	619.715	0.774	113.942	113.559	11.751	0.873	22.152	65011.696	24.164
16819.160	26.433	151.040	660.552	627.353	620.040	0.800	113.910	113.570	11.828	0.875	22.169	65009.715	24.016
16819.360	26.402	151.064	660.114	627.288	619.761	0.802	113.882	113.522	11.720	0.881	22.155	65010.514	24.262
16819.560	26.434	151.074	659.504	627.211	619.624	0.789	113.831	113.445	11.605	0.881	22.159	65011.097	24.235
16819.761	26.454	151.126	659.889	627.222	619.427	0.794	113.878	113.585	11.732	0.874	22.170	65010.684	24.570
16819.967	26.432	151.092	659.500	627.305	619.549	0.780	113.914	113.645	11.725	0.874	22.155	65012.738	23.720
16820.174	26.451	151.185	660.720	627.441	619.532	0.781	114.047	113.632	11.731	0.872	22.148	65013.647	23.654
16820.374	26.426	151.208	660.128	627.581	619.822	0.791	113.989	113.667	11.757	0.887	22.169	65013.573	24.756
16820.574	26.435	151.283	660.007	627.638	619.604	0.802	114.002	113.687	11.757	0.882	22.158	65017.217	23.972
16820.775	26.476	151.281	659.916	627.436	620.118	0.807	114.020	113.617	11.710	0.872	22.153	65017.446	24.443
16820.975	26.411	151.294	660.372	627.382	619.686	0.797	113.907	113.636	11.654	0.874	22.169	65017.882	24.147
16821.176	26.457	151.297	659.884	627.423	619.441	0.808	113.987	113.671	11.778	0.867	22.155	65019.412	23.966
16821.377	26.430	151.346	659.816	627.393	620.102	0.786	113.875	113.542	11.613	0.871	22.151	65018.126	24.279
16821.584	26.455	151.330	660.267	627.430	619.808	0.806	113.923	113.561	11.615	0.884	22.169	65020.174	24.421
16821.784	26.447	151.358	659.872	627.450	619.607	0.796	113.898	113.593	11.658	0.875	22.159	65019.397	23.599
16821.984	26.451	151.407	659.828	627.493	619.887	0.800	113.964	113.554	11.644	0.873	22.152	65019.907	24.328
16822.187	26.411	151.431	660.153	627.583	619.840	0.803	113.998	113.650	11.760	0.858	22.167	65018.673	24.076
16822.387	26.444	151.467	659.389	627.655	619.786	0.783	113.999	113.635	11.832	0.882	22.155	65020.639	24.416
16822.588	26.401	151.436	659.607	627.622	619.847	0.806	113.994	113.635	11.673	0.872	22.153	65023.869	24.158
16822.788	26.409	151.423	659.233	627.638	620.049	0.785	114.085	113.687	11.583	0.875	22.173	65022.014	24.219
16822.993	26.383	151.486	659.626	627.631	619.928	0.803	113.961	113.627	11.745	0.869	22.153	65022.103	24.208
16823.193	26.446	151.632	659.161	627.623	619.324	0.787	114.014	113.615	11.746	0.873	22.157	65021.999	24.844
16823.393	26.429	151.563	658.735	627.647	619.745	0.785	113.901	113.610	11.749	0.863	22.165	65022.457	24.805
16823.593	26.387	151.593	659.804	627.672	619.169	0.788	113.902	113.561	11.727	0.875	22.156	65020.720	24.898
16823.793	26.369	151.560	659.598	627.578	619.840	0.793	113.883	113.564	11.674	0.877	22.157	65020.225	24.197
16823.993	26.370	151.568	659.138	627.618	619.978	0.789	113.934	113.537	11.752	0.878	22.169	65018.954	24.339
16824.193	26.398	151.634	659.863	627.585	619.476	0.811	113.783	113.483	11.658	0.877	22.160	65016.796	24.476
16824.394	26.393	151.601	659.477	627.643	619.998	0.797	113.902	113.563	11.747	0.881	22.156	65016.545	25.068
16824.594	26.389	151.606	659.143	627.567	619.598	0.798	113.821	113.520	11.712	0.890	22.166	65017.180	24.158
16824.795	26.390	151.621	659.050	627.571	620.235	0.796	113.856	113.520	11.766	0.880	22.153	65011.393	24.136
16824.995	26.375	151.633	659.094	627.445	619.764	0.779	113.864	113.485	11.766	0.886	22.152	65011.297	24.060
16825.195	26.368	151.629	659.374	627.442	619.957	0.791	113.848	113.512	11.667	0.874	22.174	65007.919	24.065
16825.396	26.411	151.660	659.564	627.414	619.878	0.789	113.863	113.467	11.801	0.872	22.158	65007.313	24.054
16825.596	26.400	151.716	659.577	627.421	619.920	0.781	113.967	113.519	11.677	0.865	22.162	65008.407	24.301
16825.796	26.418	151.678	658.763	627.406	619.839	0.798	113.880	113.608	11.669	0.889	22.167	65006.774	24.570
16825.996	26.438	151.714	659.386	627.422	619.923	0.791	113.944	113.652	11.753	0.880	22.152	65009.028	24.460
16826.196	26.445	151.732	659.564	627.294	619.850	0.801	113.848	113.549	11.653	0.883	22.160	65005.488	24.597
16826.396	26.469	151.815	658.844	627.239	620.090	0.797	113.936	113.614	11.846	0.872	22.170	65001.637	24.608
16826.596	26.443	151.874	659.108	627.338	620.074	0.785	113.836	113.578	11.746	0.872	22.149	65002.213	24.515
16826.796	26.431	151.858	660.120	627.257	619.884	0.757	113.909	113.630	11.709	0.887	22.162	65004.046	24.811
16826.996	26.435	151.869	659.573	627.210	619.827	0.786	113.851	113.495	11.721	0.883	22.164	65003.241	24.663
16827.196	26.392	151.896	659.796	627.100	620.386	0.791	113.894	113.476	11.750	0.877	22.150	65004.482	24.696
16827.396	26.439	151.807	660.088	627.048	620.242	0.784	113.806	113.509	11.822	0.878	22.159	64999.316	24.646
16827.596	26.409	151.888	659.987	626.997	619.871	0.792	113.697	113.347	11.810	0.887	22.175	65001.223	24.761
16827.796	26.420	151.913	660.553	627.122	620.314	0.809	113.832	113.479	11.766	0.876	22.150	64999.715	24.542
16827.996	26.363	151.906	660.394	627.211	620.460	0.793	113.928	113.562	11.730	0.869	22.164	64999.287	24.191
16828.197	26.375	151.926	660.407	627.266	619.732	0.798	113.918	113.492	11.725	0.871	22.161	65000.861	24.180
16828.396	26.370	151.948	661.189	627.318	620.757	0.808	113.803	113.490	11.715	0.879	22.149	65000.676	24.092
16828.596	26.389	151.969	660.624	627.376	620.360	0.819	113.825	113.453	11.744	0.880	22.157	65000.314	24.169
16828.796	26.382	151.991	661.199	627.561	620.383	0.821	113.804	113.403	11.758	0.866	22.162	65000.114	24.345
16828.996	26.453	151.999	661.029	627.705	620.195	0.799	113.787	113.454	11.706	0.872	22.145	64999.834	25.008
16829.197	26.427	151.958	660.950	627.712	620.846	0.804	113.826	113.487	11.795	0.873	22.167	64999.627	24.559
16829.398	26.389	151.952	661.185	627.671	620.505	0.773	113.765	113.502	11.731	0.866	22.169	65002.768	24.345
16829.598	26.399	152.046	661.138	627.557	620.904	0.785	113.780	113.460	11.744	0.878	22.149	65001.888	24.032
16829.798	26.385	151.981	661.046	627.519	620.457	0.778	113.914	113.501	11.777	0.875	22.166	65002.568	24.772
16829.998	26.390	152.042	660.729	627.434	620.519	0.798	113.801	113.526	11.690	0.886	22.160	65004.039	24.487
16830.198	26.381	152.099	661.179	627.339	620.583	0.796	113.899	113.520	11.681	0.873	22.141	65003.063	24.602
16830.404	26.420	152.131	660.827	627.292	620.242	0.790	113.956	113.565	11.708	0.867	22.169	65004.852	24.432
16830.604	26.422	152.073	659.949	627.192	620.243	0.786	113.889	113.539	11.753	0.872	22.162	65003.322	24.915
16830.814	26.420	152.082	660.346	627.141	620.401	0.798	113.813	113.511	11.743	0.883	22.153	65004.253	24.542
16831.015	26.407	152.093	660.248	627.024	620.804	0.779	113.897	113.545	11.749	0.877	22.170	65006.862	24.723
16831.216	26.418	152.118	659.879	626.953	620.538	0.777	113.896	113.586	11.642	0.864	22.161	65005.902	25.079
16831.416	26.434	152.183	660.424	626.952	620.729	0.805	113.899	113.527	11.876	0.856	22.146	65005.783	24.520
16831.617	26.409	152.183	660.366	626.835	620.564	0.788	113.941	113.498	11.718	0.870	22.163	65007.158	25.063
16831.818	26.391	152.097	659.938	626.750	620.060	0.788	113.789	113.456	11.774	0.873	22.161	65006.862	24.756
16832.019	26.405	152.194	660.014	626.769	620.594	0.793	113.834	113.498	11.558	0.861	22.158	65006.485	24.707
16832.220	26.371	152.213	660.771	626.919	620.967	0.791	113.811	113.419	11.603	0.863	22.167	65005.887	24.904
16832.421	26.412	152.233	661.066	627.132	621.021	0.782	113.895	113.551	11.758	0.885	22.164	65005.665	25.003
16832.621	26.420	152.282	660.998	627.188	620.896	0.778	113.865	113.462	11.684	0.873	22.150	65008.976	24.657
16832.821	26.380	152.258	661.123	627.300	620.867	0.789	113.833	113.480	11.820	0.875	22.162	65009.907	24.197
16833.021	26.391	152.292	660.905	627.339	620.965	0.785	113.826	113.490	11.669	0.862	22.157	65009.582	25.085
16833.221	26.383	152.263	660.967	627.416	620.569	0.797	113.850	113.552	11.678	0.868	22.153	65011.474	24.849
16833.421	26.356	152.283	660.329	627.480	620.710	0.796	113.944	113.547	11.692	0.870	22.169	65011.023	24.624
16833.621	26.362	152.339	661.139	627.483	620.356	0.786	113.968	113.582	11.638	0.884	22.161	65012.650	24.745
16833.821	26.373	152.374	660.861	627.543	620.662	0.785	113.872	113.494	11.777	0.884	22.159	65012.295	24.833
16834.021	26.346	152.272	660.768	627.549	620.449	0.788	113.845	113.483	11.748	0.869	22.165	65012.391	24.745
16834.221	26.359	152.364	660.692	627.569	620.817	0.786	113.845	113.598	11.760	0.865	22.156	65011.992	24.707
16834.421	26.364	152.289	660.809	627.585	620.512	0.783	113.856	113.504	11.744	0.868	22.156	65012.457	25.227
16834.621	26.363	152.430	660.993	627.640	620.649	0.807	113.839	113.466	11.723	0.877	22.167	65011.363	24.844
16834.821	26.342	152.345	660.747	627.811	620.715	0.787	113.849	113.495	11.708	0.877	22.159	65008.185	24.482
16835.021	26.368	152.432	660.890	628.040	620.711	0.782	113.772	113.409	11.862	0.868	22.163	65007.298	24.707
16835.221	26.378	152.442	661.265	628.147	620.704	0.811	113.849	113.395	11.624	0.867	22.171	65008.378	24.235
16835.421	26.398	152.460	660.924	628.197	620.074	0.780	113.786	113.438	11.729	0.892	22.149	65009.294	24.871
16835.621	26.379	152.452	660.891	628.142	621.305	0.807	113.756	113.333	11.681	0.864	22.152	65009.442	25.156
16835.821	26.376	152.477	661.922	628.186	620.799	0.815	113.725	113.402	11.731	0.865	22.174	65004.978	24.811
16836.022	26.370	152.479	661.041	628.151	620.973	0.811	113.814	113.482	11.713	0.874	22.170	65006.330	24.827
16836.222	26.388	152.516	661.457	628.166	620.338	0.796	113.838	113.479	11.772	0.873	22.152	65005.547	24.641
16836.422	26.392	152.536	660.930	628.217	621.208	0.806	113.706	113.391	11.694	0.872	22.169	65004.771	24.389
16836.622	26.425	152.593	661.081	628.219	620.994	0.807	113.763	113.426	11.710	0.868	22.152	65004.364	24.811
16836.822	26.388	152.524	661.371	628.251	620.841	0.805	113.762	113.335	11.727	0.869	22.156	65000.299	25.140
16837.022	26.399	152.579	661.211	628.382	621.197	0.791	113.769	113.383	11.663	0.872	22.169	65000.839	24.707
16837.222	26.433	152.540	661.349	628.402	621.020	0.791	113.750	113.422	11.734	0.890	22.167	64998.836	24.602
16837.422	26.379	152.577	660.038	628.439	620.690	0.814	113.825	113.472	11.553	0.876	22.160	64997.491	24.027
16837.622	26.421	152.561	660.672	628.590	620.631	0.792	113.776	113.427	11.773	0.870	22.165	64997.535	24.570
16837.822	26.429	152.623	660.782	628.581	620.583	0.794	113.794	113.428	11.845	0.873	22.146	64996.670	24.537
16838.022	26.431	152.596	660.393	628.623	620.576	0.800	113.706	113.407	11.668	0.876	22.158	64995.724	24.345
16838.222	26.464	152.654	660.083	628.727	620.648	0.784	113.818	113.493	11.702	0.876	22.178	64997.483	24.712
16838.422	26.468	152.660	660.450	628.795	621.169	0.803	113.684	113.382	11.880	0.862	22.158	64994.667	25.162
16838.622	26.451	152.678	660.434	628.661	620.816	0.785	113.847	113.460	11.771	0.881	22.159	64995.488	24.750
16838.822	26.481	152.675	660.339	628.520	620.908	0.799	113.855	113.475	11.795	0.881	22.172	64992.228	25.068
16839.022	26.434	152.649	660.657	628.459	621.390	0.796	113.879	113.539	11.692	0.881	22.149	64993.995	24.432
16839.222	26.477	152.653	660.155	628.516	620.567	0.788	113.751	113.473	11.753	0.867	22.154	64992.583	24.509
16839.422	26.424	152.671	661.055	628.477	621.709	0.788	113.746	113.384	11.655	0.888	22.168	64988.496	25.156
16839.622	26.464	152.666	660.938	628.540	621.099	0.791	113.714	113.377	11.788	0.873	22.160	64989.131	24.400
16839.822	26.479	152.764	660.955	628.538	620.972	0.806	113.796	113.438	11.770	0.877	22.173	64985.510	25.057
16840.022	26.482	152.783	660.777	628.459	621.451	0.801	113.734	113.383	11.800	0.856	22.171	64985.584	24.931
16840.222	26.493	152.812	660.805	628.397	621.618	0.815	113.731	113.403	11.737	0.874	22.153	64984.283	24.432
16840.422	26.515	152.758	660.988	628.283	621.063	0.787	113.805	113.437	11.708	0.874	22.171	64983.810	24.641
16840.622	26.529	152.830	661.088	628.116	620.701	0.799	113.682	113.371	11.731	0.874	22.163	64982.753	24.471
16840.822	26.521	152.818	661.105	627.902	621.257	0.783	113.671	113.318	11.847	0.879	22.157	64982.805	24.723
16841.022	26.504	152.832	660.313	627.768	621.223	0.798	113.713	113.370	11.677	0.871	22.171	64969.272	24.800
16841.222	26.507	152.831	660.594	627.714	621.151	0.809	113.708	113.460	11.726	0.879	22.171	64968.895	24.476
16841.422	26.535	152.850	660.375	627.636	620.497	0.803	113.737	113.426	11.826	0.873	22.154	64972.590	24.548
16841.622	26.528	152.765	660.044	627.459	620.733	0.799	113.760	113.387	11.639	0.876	22.162	64972.472	24.767
16841.822	26.533	152.908	660.663	627.534	620.928	0.788	113.670	113.332	11.711	0.866	22.159	64973.093	24.257
16842.022	26.537	152.880	660.366	627.482	620.788	0.779	113.711	113.303	11.751	0.883	22.153	64972.805	24.548
16842.222	26.601	152.965	660.314	627.415	621.184	0.812	113.716	113.410	11.646	0.864	22.175	64972.686	24.898
16842.422	26.566	152.926	660.125	627.449	621.325	0.793	113.644	113.251	11.723	0.866	22.157	64973.721	24.087
