MiniLab	20-Oct-15	3:23:42 PM	

Time (sec)	T1 (C)	T2 (C)	T3 (C)	T4 (C)	T5 (C)	P1 (kPa)	P2 (kPa)	P3 (kPa)	P4 (kPa)	P5 (kPa)	Fuel Flow  (L/hr)	N1 (RPM)	Thrust (N)
17785.818	32.015	117.435	659.334	680.552	471.465	0.542	70.782	69.587	7.615	5.615	18.949	54972.067	34.049
17786.018	32.180	117.482	659.887	680.627	472.324	0.539	70.830	69.651	7.598	5.637	18.948	54972.141	33.912
17786.218	32.157	117.465	660.024	680.649	471.156	0.544	70.812	69.582	7.550	5.677	18.943	54970.108	34.630
17786.418	32.087	117.399	660.062	680.629	471.216	0.550	70.776	69.624	7.565	5.637	18.938	54971.298	34.082
17786.618	32.104	117.411	660.010	680.564	471.190	0.548	70.841	69.565	7.646	5.668	18.936	54971.727	34.219
17786.818	32.162	117.444	659.876	680.633	471.583	0.543	70.806	69.619	7.570	5.629	18.938	54971.261	33.824
17787.018	32.200	117.492	659.619	680.660	470.823	0.550	70.750	69.583	7.653	5.646	18.940	54974.432	33.857
17787.218	32.122	117.415	659.995	680.496	471.490	0.551	70.736	69.556	7.637	5.621	18.944	54968.667	33.835
17787.418	32.111	117.507	659.419	680.540	471.728	0.549	70.684	69.424	7.635	5.630	18.951	54973.109	33.830
17787.618	32.141	117.461	660.135	680.490	471.450	0.550	70.792	69.625	7.654	5.655	18.951	54967.899	34.011
17787.818	32.234	117.490	660.109	680.556	470.986	0.563	70.709	69.561	7.560	5.637	18.955	54964.543	34.510
17788.018	32.198	117.485	660.703	680.609	471.049	0.548	70.748	69.530	7.592	5.590	18.937	54964.543	33.808
17788.221	32.234	117.464	659.988	680.713	471.198	0.533	70.633	69.501	7.588	5.628	18.940	54963.693	33.594
17788.424	32.126	117.464	660.388	680.614	471.601	0.545	70.526	69.324	7.538	5.617	18.932	54965.230	33.835
17788.624	32.227	117.455	659.514	680.536	471.151	0.533	70.547	69.355	7.539	5.607	18.934	54960.293	33.972
17788.824	32.212	117.481	660.247	680.531	471.484	0.560	70.584	69.378	7.612	5.599	18.935	54955.223	34.559
17789.024	32.239	117.548	659.775	680.541	471.330	0.539	70.609	69.394	7.636	5.592	18.945	54957.913	33.972
17789.226	32.230	117.539	660.167	680.506	470.817	0.533	70.561	69.327	7.597	5.611	18.942	54952.363	33.835
17789.426	32.238	117.474	659.976	680.349	470.850	0.537	70.505	69.294	7.558	5.659	18.945	54946.694	34.510
17789.626	32.222	117.521	660.072	680.327	471.621	0.539	70.538	69.379	7.611	5.618	18.948	54951.091	33.879
17789.828	32.220	117.507	660.376	680.177	470.390	0.530	70.557	69.415	7.572	5.603	18.959	54914.107	34.597
17790.030	32.188	117.497	659.473	680.150	470.807	0.549	70.585	69.435	7.606	5.648	18.945	54915.659	34.296
17790.230	32.198	117.481	659.522	680.157	470.882	0.542	70.637	69.378	7.579	5.652	18.944	54914.654	34.312
17790.430	32.242	117.523	659.380	680.163	471.421	0.564	70.564	69.402	7.623	5.611	18.944	54913.944	34.850
17790.630	32.205	117.474	659.315	680.169	471.080	0.559	70.586	69.396	7.589	5.624	18.942	54914.780	34.477
17790.832	32.267	117.506	658.967	680.269	470.978	0.533	70.588	69.374	7.577	5.602	18.932	54911.919	33.934
17791.032	32.212	117.538	659.012	680.378	470.780	0.525	70.625	69.420	7.594	5.620	18.942	54915.408	33.780
17791.232	32.242	117.557	659.108	680.449	470.683	0.543	70.590	69.401	7.603	5.599	18.950	54911.661	34.252
17791.432	32.264	117.481	658.867	680.479	471.033	0.546	70.549	69.387	7.567	5.605	18.953	54914.196	34.257
17791.632	32.259	117.533	659.204	680.572	470.892	0.553	70.528	69.402	7.629	5.668	18.960	54914.122	34.575
17791.833	32.252	117.543	659.788	680.624	471.141	0.534	70.529	69.364	7.566	5.587	18.954	54914.647	33.950
17792.033	32.275	117.505	660.035	680.645	471.050	0.547	70.540	69.201	7.572	5.570	18.947	54915.467	33.945
17792.233	32.228	117.555	659.670	680.749	470.965	0.550	70.406	69.193	7.559	5.599	18.956	54914.380	33.961
17792.433	32.341	117.558	659.142	680.779	471.071	0.556	70.372	69.166	7.581	5.611	18.934	54913.412	34.712
17792.633	32.351	117.578	659.448	680.791	471.169	0.567	70.422	69.254	7.562	5.572	18.941	54914.462	34.312
17792.833	32.305	117.562	658.557	680.776	471.143	0.558	70.335	69.249	7.577	5.595	18.942	54912.488	34.148
17793.033	32.353	117.536	659.187	680.821	470.326	0.546	70.445	69.225	7.609	5.598	18.945	54912.814	34.378
17793.233	32.377	117.584	659.233	680.900	470.557	0.548	70.406	69.162	7.545	5.592	18.953	54911.808	34.164
17793.433	32.345	117.595	659.058	680.944	470.556	0.548	70.296	69.165	7.561	5.561	18.953	54911.631	34.455
17793.633	32.388	117.567	659.886	680.981	470.967	0.549	70.339	69.184	7.608	5.583	18.953	54913.146	34.526
17793.833	32.409	117.554	659.405	681.164	470.456	0.539	70.357	69.242	7.629	5.559	18.960	54913.782	34.027
17794.033	32.414	117.625	658.581	681.337	470.403	0.537	70.452	69.218	7.574	5.653	18.948	54911.919	33.594
17794.233	32.368	117.575	659.680	681.511	470.558	0.554	70.364	69.149	7.564	5.623	18.946	54911.520	33.364
17794.434	32.450	117.591	659.732	681.568	471.298	0.537	70.324	69.175	7.621	5.590	18.938	54906.627	33.907
17794.634	32.413	117.578	660.190	681.758	470.866	0.540	70.409	69.148	7.600	5.589	18.933	54907.943	34.066
17794.834	32.415	117.555	660.572	681.733	470.708	0.540	70.325	69.096	7.544	5.609	18.947	54905.822	33.709
17795.035	32.540	117.583	659.947	681.843	471.002	0.550	70.438	69.221	7.564	5.551	18.947	54905.275	34.159
17795.237	32.496	117.468	660.617	681.929	471.129	0.542	70.395	69.161	7.573	5.618	18.948	54906.509	34.192
17795.437	32.467	117.527	660.444	682.076	471.216	0.555	70.273	69.039	7.550	5.610	18.959	54906.561	34.098
17795.639	32.554	117.599	660.299	682.170	470.283	0.554	70.397	69.150	7.552	5.596	18.959	54909.081	33.830
17795.841	32.625	117.586	660.866	682.116	470.402	0.550	70.214	69.069	7.579	5.592	18.948	54905.341	34.181
17796.041	32.634	117.604	660.394	682.096	470.151	0.547	70.265	69.089	7.541	5.574	18.948	54906.790	33.879
17796.241	32.636	117.634	660.332	682.120	470.549	0.542	70.250	69.106	7.546	5.633	18.936	54909.650	33.698
17796.443	32.628	117.594	661.105	682.080	470.025	0.542	70.224	69.039	7.500	5.636	18.939	54906.871	33.336
17796.644	32.701	117.597	660.517	682.151	470.850	0.563	70.237	69.020	7.557	5.555	18.944	54906.642	34.038
17796.844	32.763	117.674	660.127	682.223	470.896	0.559	70.253	69.070	7.543	5.570	18.943	54907.581	34.000
17797.044	32.709	117.575	661.182	682.211	470.824	0.531	70.176	69.004	7.535	5.583	18.942	54905.275	33.336
17797.244	32.761	117.665	660.729	682.277	470.039	0.541	70.127	68.981	7.571	5.591	18.959	54903.959	33.336
