MiniLab	20-Oct-15	3:27:23 PM	

Time (sec)	T1 (C)	T2 (C)	T3 (C)	T4 (C)	T5 (C)	P1 (kPa)	P2 (kPa)	P3 (kPa)	P4 (kPa)	P5 (kPa)	Fuel Flow  (L/hr)	N1 (RPM)	Thrust (N)
18006.464	32.695	148.757	713.152	685.139	484.131	0.888	108.309	107.281	11.671	8.305	23.256	64859.871	52.109
18006.664	32.683	148.947	712.884	685.080	484.221	0.879	108.536	107.416	11.640	8.341	23.249	64858.038	52.729
18006.864	32.952	148.729	713.419	685.135	484.227	0.878	108.339	107.273	11.748	8.357	23.264	64858.230	52.460
18007.064	32.609	148.881	713.533	685.394	484.213	0.858	108.306	107.236	11.690	8.307	23.270	64861.238	51.276
18007.264	32.737	148.820	713.796	685.547	484.399	0.874	108.267	107.202	11.736	8.321	23.268	64860.691	52.247
18007.464	32.746	148.755	714.111	685.588	484.126	0.876	108.218	107.114	11.670	8.350	23.271	64853.345	51.731
18007.664	32.763	148.863	713.996	685.815	484.256	0.878	108.221	107.050	11.584	8.332	23.269	64856.065	51.424
18007.864	32.791	148.796	714.198	685.900	483.692	0.884	108.281	107.202	11.601	8.309	23.277	64852.051	51.600
18008.064	32.790	148.799	714.953	685.910	484.176	0.904	108.282	107.205	11.543	8.353	23.278	64848.622	52.208
18008.264	32.844	148.905	714.365	685.872	484.554	0.880	108.236	107.145	11.629	8.289	23.276	64848.829	52.016
18008.464	32.877	148.927	713.853	685.826	484.317	0.886	108.283	107.289	11.661	8.346	23.265	64851.578	51.441
18008.664	32.849	148.917	714.136	685.599	484.413	0.891	108.365	107.218	11.726	8.320	23.275	64848.193	51.841
18008.864	32.840	148.930	713.844	685.483	483.785	0.882	108.299	107.247	11.645	8.295	23.275	64849.967	52.482
18009.064	32.819	148.963	713.890	685.461	484.783	0.892	108.324	107.202	11.620	8.324	23.266	64852.643	51.813
18009.264	32.878	148.974	713.000	685.225	484.096	0.901	108.387	107.319	11.649	8.293	23.269	64849.472	52.449
18009.464	32.814	149.026	713.233	685.167	483.933	0.889	108.437	107.376	11.608	8.349	23.263	64854.919	52.356
18009.664	32.818	149.023	713.445	685.026	484.277	0.884	108.334	107.178	11.624	8.310	23.254	64853.507	52.033
18009.864	32.798	149.029	712.698	684.883	484.356	0.878	108.439	107.268	11.616	8.383	23.262	64852.539	52.510
18010.064	32.807	149.030	713.278	684.818	483.699	0.896	108.379	107.221	11.611	8.341	23.250	64855.909	52.400
18010.264	32.801	149.042	713.569	684.885	484.958	0.895	108.362	107.299	11.614	8.337	23.246	64856.759	51.627
18010.464	32.822	149.033	713.434	684.714	484.528	0.900	108.351	107.275	11.631	8.324	23.245	64856.900	52.290
18010.666	32.774	149.101	713.192	684.687	484.418	0.880	108.361	107.191	11.649	8.338	23.253	64858.940	51.868
18010.868	32.734	149.051	713.476	684.636	484.102	0.883	108.391	107.316	11.671	8.315	23.252	64858.511	51.567
