MiniLab	20-Oct-15	3:17:28 PM	

Time (sec)	T1 (C)	T2 (C)	T3 (C)	T4 (C)	T5 (C)	P1 (kPa)	P2 (kPa)	P3 (kPa)	P4 (kPa)	P5 (kPa)	Fuel Flow  (L/hr)	N1 (RPM)	Thrust (N)
17412.201	31.733	82.237	610.228	670.521	465.356	0.221	33.508	32.520	3.785	2.649	12.007	40120.161	18.834
17412.401	31.658	82.233	609.669	670.524	465.624	0.228	33.492	32.522	3.825	2.624	11.974	40124.625	18.083
17412.601	31.677	82.248	610.088	670.497	465.607	0.229	33.403	32.402	3.785	2.674	11.988	40122.009	18.407
17412.801	31.767	82.373	610.261	670.481	465.305	0.229	33.358	32.327	3.789	2.648	11.994	40122.733	18.461
17413.001	31.778	82.357	609.777	670.379	465.995	0.234	33.366	32.384	3.801	2.635	12.000	40127.870	18.220
17413.201	31.652	82.280	609.851	670.327	465.802	0.233	33.406	32.338	3.809	2.649	11.994	40127.818	18.955
17413.401	31.758	82.363	610.264	670.427	465.976	0.234	33.340	32.345	3.780	2.623	11.950	40123.613	18.862
17413.601	31.724	82.419	610.327	670.465	465.911	0.233	33.375	32.399	3.808	2.623	11.992	40122.874	18.675
17413.801	31.699	82.364	609.683	670.282	465.624	0.241	33.474	32.398	3.793	2.638	12.004	40119.407	18.955
17414.001	31.743	82.423	609.813	670.339	466.201	0.238	33.366	32.414	3.770	2.650	11.993	40116.370	18.281
17414.201	31.756	82.532	610.234	670.477	466.002	0.230	33.278	32.277	3.730	2.638	11.990	40114.781	18.374
17414.401	31.596	82.314	609.656	670.313	465.916	0.232	33.446	32.440	3.773	2.620	11.991	40115.875	18.050
17414.601	31.719	82.496	609.738	670.367	465.910	0.229	33.326	32.300	3.763	2.648	11.986	40113.524	17.793
17414.801	31.678	82.468	609.592	670.246	466.166	0.226	33.439	32.479	3.790	2.611	12.005	40111.218	18.938
17415.001	31.692	82.395	609.626	670.273	465.877	0.236	33.527	32.484	3.806	2.626	11.990	40112.852	18.785
17415.201	31.696	82.475	609.669	670.350	466.174	0.234	33.387	32.374	3.748	2.635	11.989	40115.365	18.050
17415.401	31.727	82.464	610.316	670.235	466.405	0.236	33.394	32.359	3.801	2.652	11.989	40112.992	18.922
17415.601	31.673	82.442	608.661	670.169	465.966	0.238	33.396	32.350	3.765	2.628	11.979	40119.444	18.456
17415.801	31.741	82.509	609.337	670.189	466.188	0.218	33.447	32.454	3.779	2.633	11.983	40118.691	18.489
17416.001	31.667	82.491	608.655	670.072	466.381	0.227	33.532	32.511	3.826	2.654	11.969	40118.151	18.335
17416.201	31.706	82.525	609.205	670.108	466.060	0.233	33.460	32.444	3.795	2.641	11.965	40116.436	18.790
17416.401	31.709	82.553	608.848	670.037	466.839	0.225	33.470	32.441	3.813	2.660	11.980	40120.597	18.555
17416.601	31.789	82.591	608.539	669.799	466.478	0.223	33.521	32.489	3.767	2.629	12.018	40124.012	18.226
17416.801	31.720	82.564	609.165	669.692	466.335	0.219	33.455	32.478	3.778	2.638	12.009	40126.436	18.352
17417.001	31.686	82.686	608.689	669.607	466.489	0.231	33.352	32.318	3.765	2.644	11.994	40129.651	17.814
17417.201	31.639	82.541	608.441	669.392	466.856	0.239	33.365	32.333	3.771	2.622	11.972	40130.886	17.502
17417.401	31.634	82.645	608.080	669.123	466.341	0.231	33.355	32.322	3.773	2.647	11.972	40126.518	18.440
17417.601	31.594	82.598	608.159	668.930	466.597	0.236	33.416	32.379	3.794	2.629	11.999	40128.727	18.023
17417.801	31.675	82.740	607.873	668.940	466.924	0.237	33.471	32.422	3.791	2.638	11.969	40126.414	17.798
17418.003	31.679	82.633	608.275	668.891	466.424	0.235	33.343	32.329	3.816	2.658	11.977	40126.340	18.132
17418.203	31.598	82.665	608.082	668.939	467.112	0.237	33.419	32.412	3.797	2.676	11.981	40124.773	18.237
17418.403	31.607	82.701	608.250	669.126	467.078	0.240	33.392	32.409	3.823	2.649	11.995	40125.808	18.111
17418.603	31.672	82.739	608.245	669.287	466.895	0.231	33.492	32.451	3.810	2.643	11.995	40128.860	17.990
17418.805	31.601	82.718	608.418	669.572	466.452	0.234	33.409	32.358	3.814	2.642	11.981	40132.164	17.869
17419.005	31.695	82.788	608.175	669.595	467.187	0.235	33.460	32.419	3.815	2.639	12.028	40128.336	19.026
17419.205	31.579	82.748	608.038	669.766	467.092	0.230	33.507	32.472	3.818	2.667	12.000	40135.904	18.138
17419.405	31.614	82.772	608.483	669.940	467.043	0.246	33.457	32.394	3.820	2.626	11.988	40137.841	17.732
17419.605	31.651	82.845	608.271	670.131	467.524	0.235	33.542	32.549	3.795	2.634	12.034	40137.005	18.193
17419.805	31.666	82.782	608.657	670.303	467.136	0.240	33.491	32.412	3.783	2.641	12.013	40143.576	18.686
17420.005	31.702	82.884	608.689	670.535	466.841	0.243	33.489	32.494	3.810	2.656	12.010	40142.608	18.516
17420.205	31.656	82.826	608.864	670.627	467.277	0.240	33.624	32.617	3.814	2.641	11.993	40152.282	18.790
17420.405	31.683	82.907	609.440	670.952	466.965	0.238	33.409	32.376	3.813	2.648	11.994	40157.966	17.562
17420.605	31.603	82.813	609.009	670.962	467.427	0.236	33.510	32.569	3.796	2.639	11.997	40153.044	18.555
17420.805	31.645	82.945	608.891	671.035	467.053	0.233	33.565	32.533	3.787	2.647	11.993	40214.293	17.420
17421.005	31.657	82.850	609.209	671.084	467.567	0.235	33.498	32.486	3.829	2.667	11.999	40209.732	18.489
17421.205	31.687	82.853	609.626	671.247	467.086	0.232	33.602	32.595	3.796	2.644	11.994	40216.333	18.818
17421.405	31.783	82.977	609.296	671.371	467.640	0.237	33.417	32.403	3.784	2.651	12.010	40219.230	18.736
17421.605	31.787	82.989	609.523	671.241	467.558	0.241	33.418	32.413	3.812	2.639	11.982	40219.200	18.143
17421.805	31.773	82.922	609.539	671.154	467.532	0.233	33.583	32.613	3.836	2.633	11.978	40220.885	18.456
17422.005	31.844	82.991	609.530	671.232	467.509	0.236	33.466	32.485	3.784	2.685	11.978	40221.573	18.105
17422.205	31.841	83.066	609.668	671.220	467.931	0.239	33.398	32.387	3.785	2.642	11.973	40221.307	18.686
17422.405	31.866	83.078	609.397	671.228	467.600	0.239	33.507	32.459	3.804	2.660	11.986	40224.086	18.818
17422.605	31.914	83.138	609.480	671.305	467.944	0.240	33.453	32.432	3.826	2.661	12.000	40223.864	18.165
17422.805	31.903	83.166	609.906	671.523	467.410	0.235	33.485	32.438	3.801	2.653	11.980	40226.347	18.253
17423.005	32.005	83.140	610.073	671.676	467.838	0.243	33.332	32.313	3.801	2.664	11.980	40228.077	18.396
17423.205	31.936	83.113	610.248	671.656	467.331	0.232	33.483	32.415	3.805	2.638	11.998	40226.421	18.823
17423.405	31.946	83.146	609.852	671.696	467.570	0.242	33.274	32.235	3.792	2.640	11.982	40224.684	17.919
17423.607	31.963	83.205	609.612	671.584	467.654	0.241	33.383	32.380	3.810	2.655	11.974	40225.187	18.116
17423.807	32.075	83.222	609.518	671.569	468.480	0.235	33.363	32.348	3.757	2.668	11.977	40217.973	18.801
17424.007	31.991	83.172	609.660	671.635	468.128	0.240	33.319	32.282	3.766	2.665	11.999	40211.602	17.721
17424.207	32.130	83.188	609.042	671.554	468.176	0.238	33.291	32.262	3.761	2.649	12.015	40209.799	18.472
17424.407	32.203	83.260	609.392	671.514	468.674	0.236	33.347	32.339	3.822	2.636	11.985	40153.140	18.615
17424.608	32.145	83.207	609.512	671.536	468.186	0.235	33.271	32.247	3.834	2.648	12.010	40152.600	17.891
17424.808	32.146	83.323	609.636	671.644	468.325	0.236	33.367	32.334	3.774	2.631	12.018	40153.081	17.639
17425.010	32.211	83.270	610.144	671.626	467.315	0.234	33.315	32.272	3.791	2.636	11.969	40150.235	18.571
17425.210	32.193	83.322	610.052	671.784	467.947	0.232	33.242	32.212	3.767	2.658	11.977	40154.522	17.908
17425.410	32.280	83.415	609.957	671.748	468.370	0.235	33.379	32.430	3.786	2.650	11.992	40148.166	18.176
17425.610	32.278	83.368	609.326	671.862	467.935	0.230	33.452	32.492	3.812	2.642	12.004	40149.836	17.513
17425.810	32.295	83.396	610.226	671.999	467.962	0.234	33.400	32.328	3.775	2.647	11.999	40147.138	17.628
17426.010	32.255	83.208	609.959	671.972	468.151	0.236	33.411	32.403	3.801	2.623	12.022	40150.265	18.226
17426.210	32.314	83.366	609.961	672.084	467.734	0.234	33.459	32.479	3.775	2.681	11.984	40148.387	18.242
17426.410	32.323	83.378	610.175	672.016	468.689	0.233	33.513	32.484	3.839	2.649	12.000	40152.423	18.423
17426.610	32.351	83.378	609.718	672.109	468.462	0.235	33.369	32.353	3.762	2.651	11.990	40154.655	18.571
17426.810	32.369	83.440	609.841	672.182	468.600	0.235	33.457	32.444	3.813	2.643	11.985	40155.313	17.606
17427.010	32.407	83.464	609.531	672.140	468.445	0.240	33.480	32.474	3.820	2.655	11.987	40165.993	18.308
17427.210	32.419	83.455	609.290	672.237	468.395	0.235	33.457	32.488	3.815	2.645	11.983	40164.884	18.001
17427.411	32.297	83.422	609.244	672.207	468.807	0.241	33.558	32.509	3.796	2.638	11.995	40168.077	17.809
17427.611	32.424	83.478	609.736	672.218	468.578	0.239	33.513	32.462	3.824	2.634	11.977	40172.245	17.924
17427.811	32.388	83.560	609.191	672.239	468.528	0.241	33.576	32.512	3.851	2.646	11.977	40172.563	17.442
17428.011	32.456	83.585	609.451	672.310	468.529	0.241	33.434	32.373	3.801	2.662	12.003	40204.950	18.286
17428.211	32.478	83.514	609.370	672.331	468.718	0.242	33.516	32.486	3.795	2.623	11.977	40217.537	18.363
17428.411	32.466	83.594	609.458	672.351	468.430	0.240	33.502	32.489	3.780	2.653	11.980	40220.117	17.919
17428.611	32.479	83.559	609.169	672.318	468.452	0.240	33.511	32.516	3.828	2.661	12.002	40219.673	18.379
17428.811	32.445	83.598	608.741	672.258	468.459	0.242	33.394	32.364	3.776	2.643	12.004	40218.675	18.122
17429.011	32.446	83.543	609.113	672.192	468.354	0.240	33.380	32.317	3.798	2.656	11.995	40215.416	18.461
17429.211	32.541	83.700	609.316	672.278	468.960	0.239	33.504	32.487	3.828	2.660	11.994	40213.162	17.990
17429.410	32.447	83.533	609.404	672.088	468.906	0.235	33.442	32.429	3.778	2.652	11.998	40213.753	18.434
17429.612	32.457	83.650	609.187	671.951	469.068	0.239	33.462	32.458	3.809	2.638	11.974	40206.333	17.710
17429.814	32.417	83.628	608.850	671.841	468.246	0.235	33.668	32.601	3.827	2.628	11.972	40206.436	17.842
17430.014	32.379	83.603	608.771	671.799	469.021	0.242	33.622	32.599	3.817	2.656	11.998	40205.727	17.836
17430.215	32.394	83.615	609.144	671.836	468.911	0.233	33.653	32.656	3.834	2.656	11.982	40198.616	18.385
17430.415	32.420	83.669	609.344	672.124	468.321	0.237	33.681	32.665	3.809	2.680	12.017	40202.386	17.984
17430.615	32.351	83.654	609.182	672.134	469.362	0.238	33.626	32.647	3.847	2.661	11.991	40205.002	17.979
17430.815	32.410	83.713	609.301	672.097	469.377	0.240	33.653	32.685	3.844	2.639	11.971	40206.414	18.143
17431.015	32.345	83.733	609.884	672.009	469.517	0.242	33.562	32.544	3.794	2.699	11.981	40209.533	17.782
17431.215	32.455	83.806	609.133	671.854	469.468	0.241	33.585	32.562	3.823	2.648	11.981	40218.483	18.319
17431.415	32.313	83.732	609.285	671.663	469.260	0.239	33.619	32.576	3.841	2.652	11.998	40215.327	18.143
17431.615	32.401	83.799	609.390	671.633	468.597	0.234	33.585	32.595	3.798	2.642	11.976	40218.927	17.623
17431.815	32.332	83.732	609.559	671.469	469.170	0.238	33.505	32.472	3.758	2.647	12.032	40223.967	18.056
17432.015	32.448	83.837	608.991	671.183	469.094	0.232	33.593	32.602	3.835	2.650	12.010	40220.944	18.752
17432.215	32.381	83.795	608.758	670.990	468.739	0.234	33.530	32.510	3.811	2.613	11.985	40222.408	18.264
17432.415	32.403	83.807	608.733	670.753	469.592	0.238	33.482	32.476	3.763	2.640	11.993	40219.555	18.549
17432.615	32.354	83.840	608.586	670.583	469.242	0.237	33.486	32.476	3.761	2.660	11.969	40218.897	18.330
17432.815	32.401	83.811	607.778	670.420	469.255	0.238	33.494	32.480	3.785	2.636	11.976	40215.386	18.335
17433.015	32.341	83.865	607.783	670.142	469.354	0.239	33.516	32.463	3.810	2.644	11.963	40214.692	18.116
17433.215	32.312	83.859	607.594	669.871	469.515	0.232	33.557	32.548	3.791	2.644	12.000	40210.080	18.012
17433.415	32.294	83.920	607.707	669.645	469.436	0.236	33.498	32.496	3.807	2.614	12.008	40208.845	18.346
17433.615	32.327	83.917	607.470	669.546	469.711	0.237	33.510	32.513	3.813	2.627	11.997	40208.395	17.897
17433.815	32.270	83.845	607.165	669.464	469.018	0.234	33.452	32.392	3.781	2.628	11.979	40203.871	17.661
17434.015	32.343	83.889	607.312	669.376	469.439	0.242	33.453	32.417	3.806	2.671	11.964	40202.563	18.319
17434.215	32.298	83.956	607.596	669.318	469.618	0.239	33.444	32.391	3.815	2.644	11.999	40203.480	17.749
17434.415	32.253	83.901	606.952	669.222	469.263	0.231	33.493	32.464	3.832	2.612	11.990	40195.741	17.836
17434.615	32.210	83.868	607.031	669.240	468.914	0.234	33.433	32.442	3.813	2.630	12.010	40194.633	18.626
17434.815	32.180	83.958	607.551	669.479	469.423	0.236	33.518	32.498	3.809	2.645	11.985	40162.275	17.727
17435.015	32.282	84.001	607.526	669.631	469.422	0.237	33.514	32.545	3.803	2.635	11.992	40161.588	18.242
17435.215	32.177	83.930	607.819	669.624	469.440	0.239	33.468	32.401	3.825	2.666	11.985	40160.213	18.566
17435.415	32.217	84.002	607.562	669.804	469.351	0.238	33.520	32.464	3.823	2.670	11.978	40168.158	17.655
17435.615	32.187	83.913	607.479	669.773	469.475	0.236	33.505	32.526	3.832	2.608	11.987	40165.217	18.445
17435.815	32.222	84.012	606.647	669.959	469.629	0.235	33.619	32.589	3.780	2.634	11.984	40171.521	18.061
17436.015	32.179	84.000	606.942	669.959	469.314	0.239	33.509	32.479	3.809	2.605	11.993	40175.778	17.645
17436.215	32.123	83.993	607.060	669.958	469.441	0.236	33.550	32.485	3.826	2.647	11.997	40174.574	17.584
17436.415	32.109	84.006	607.013	669.888	469.531	0.236	33.571	32.544	3.798	2.650	11.972	40184.684	17.661
17436.615	32.196	84.027	607.183	669.959	470.137	0.237	33.586	32.563	3.811	2.645	11.995	40183.428	17.842
17436.815	32.107	83.989	607.785	669.933	469.777	0.237	33.612	32.601	3.789	2.640	12.010	40184.189	17.990
17437.015	32.134	84.083	607.846	669.978	469.664	0.237	33.582	32.550	3.828	2.652	11.965	40186.724	17.540
