MiniLab	20-Oct-15	3:21:21 PM	

Time (sec)	T1 (C)	T2 (C)	T3 (C)	T4 (C)	T5 (C)	P1 (kPa)	P2 (kPa)	P3 (kPa)	P4 (kPa)	P5 (kPa)	Fuel Flow  (L/hr)	N1 (RPM)	Thrust (N)
17644.063	32.336	103.873	648.713	680.238	467.476	0.414	55.277	54.216	6.057	4.476	16.479	49853.505	27.256
17644.263	32.275	103.841	649.823	680.354	467.662	0.416	55.389	54.346	6.166	4.443	16.487	49853.653	27.124
17644.463	32.335	103.904	649.025	680.596	467.833	0.428	55.320	54.273	6.101	4.472	16.481	49854.089	26.362
17644.663	32.358	103.973	649.892	680.765	468.011	0.427	55.313	54.253	6.119	4.468	16.475	49852.980	26.603
17644.863	32.344	103.846	649.874	680.763	467.778	0.422	55.327	54.206	6.127	4.517	16.480	49851.103	26.993
17645.066	32.388	103.900	650.378	680.907	468.035	0.411	55.296	54.159	6.131	4.473	16.478	49854.887	27.108
17645.266	32.369	103.992	650.001	681.076	467.495	0.419	55.206	54.123	6.114	4.509	16.472	49858.427	26.121
17645.468	32.378	103.953	649.608	681.116	467.946	0.420	55.259	54.179	6.118	4.483	16.484	49852.426	27.009
17645.670	32.370	103.965	649.799	681.096	468.230	0.418	55.297	54.197	6.132	4.512	16.481	49854.880	27.261
17645.871	32.441	103.981	649.630	681.143	467.349	0.411	55.330	54.216	6.142	4.444	16.487	49855.552	27.360
17646.071	32.442	104.044	649.744	681.200	468.199	0.423	55.273	54.187	6.122	4.457	16.484	49852.818	27.349
17646.271	32.388	104.004	650.044	681.390	467.570	0.428	55.364	54.226	6.141	4.483	16.492	49853.904	27.568
17646.471	32.425	104.033	650.260	681.765	468.205	0.428	55.367	54.306	6.202	4.452	16.492	49855.005	26.373
17646.673	32.395	103.986	649.721	682.095	467.364	0.432	55.438	54.344	6.119	4.510	16.479	49857.459	26.603
17646.873	32.414	104.062	650.279	682.384	467.121	0.435	55.430	54.339	6.163	4.485	16.468	49855.264	26.823
17647.073	32.367	103.939	650.384	682.396	467.898	0.435	55.450	54.358	6.119	4.454	16.470	49865.367	26.549
17647.273	32.460	104.083	649.519	682.251	467.783	0.439	55.453	54.376	6.124	4.451	16.476	49865.072	26.828
17647.473	32.496	104.114	650.374	682.168	468.176	0.448	55.430	54.374	6.115	4.454	16.485	49864.274	27.618
17647.673	32.477	104.161	649.461	682.090	467.548	0.445	55.419	54.308	6.106	4.479	16.473	49872.803	26.686
17647.873	32.434	104.167	649.451	681.836	467.749	0.442	55.453	54.328	6.128	4.477	16.494	49868.967	27.541
17648.073	32.433	104.038	649.063	681.777	468.185	0.434	55.473	54.356	6.120	4.507	16.487	49867.688	26.560
17648.273	32.480	104.209	648.950	681.687	467.939	0.453	55.333	54.241	6.132	4.481	16.492	49870.622	27.086
17648.473	32.475	104.174	649.079	681.590	468.037	0.428	55.323	54.295	6.102	4.478	16.490	49871.879	26.867
17648.673	32.478	104.175	649.186	681.469	467.553	0.424	55.291	54.246	6.123	4.467	16.482	49869.691	27.059
17648.873	32.424	104.152	648.334	681.288	467.286	0.430	55.267	54.162	6.125	4.461	16.474	49867.186	26.839
17649.073	32.448	104.174	648.270	681.090	467.804	0.429	55.252	54.204	6.143	4.403	16.467	49868.154	26.823
17649.273	32.458	104.135	648.780	680.770	467.652	0.420	55.293	54.222	6.156	4.443	16.484	49860.378	27.366
17649.473	32.435	104.177	648.817	680.844	467.464	0.425	55.305	54.213	6.154	4.435	16.488	49862.241	26.861
17649.673	32.459	104.157	648.754	680.789	467.631	0.430	55.315	54.210	6.151	4.516	16.483	49855.663	27.349
17649.873	32.416	104.189	648.453	680.820	467.568	0.433	55.328	54.215	6.136	4.469	16.495	49855.826	26.965
17650.073	32.447	104.274	648.524	680.948	467.516	0.422	55.376	54.317	6.169	4.424	16.492	49856.084	26.422
17650.273	32.465	104.237	648.466	680.921	467.469	0.422	55.357	54.293	6.160	4.474	16.495	49858.272	26.856
17650.473	32.401	104.215	648.093	680.837	467.372	0.432	55.350	54.164	6.111	4.477	16.498	49858.679	27.097
17650.673	32.452	104.294	647.978	680.836	467.891	0.434	55.252	54.160	6.103	4.467	16.489	49859.758	26.609
17650.873	32.513	104.204	648.231	680.740	467.651	0.425	55.271	54.155	6.106	4.448	16.466	49857.666	26.889
17651.073	32.430	104.166	647.878	680.680	467.633	0.414	55.286	54.199	6.086	4.446	16.470	49858.250	26.538
17651.273	32.486	104.317	647.584	680.541	467.641	0.420	55.380	54.323	6.107	4.467	16.479	49856.809	26.795
17651.473	32.444	104.256	647.557	680.509	467.437	0.412	55.230	54.169	6.136	4.494	16.475	49858.191	26.730
17651.673	32.525	104.287	647.595	680.409	467.413	0.421	55.328	54.185	6.097	4.439	16.491	49856.683	26.285
17651.873	32.477	104.275	648.271	680.481	467.518	0.427	55.231	54.216	6.113	4.461	16.494	49856.853	26.433
17652.073	32.538	104.343	647.730	680.518	467.641	0.418	55.244	54.086	6.125	4.453	16.483	49857.614	26.433
17652.273	32.516	104.335	647.554	680.551	467.528	0.421	55.231	54.136	6.128	4.419	16.488	49851.347	26.362
17652.473	32.509	104.297	648.110	680.505	467.716	0.425	55.249	54.164	6.143	4.454	16.474	49848.376	27.086
17652.673	32.483	104.397	648.065	680.511	467.635	0.420	55.283	54.179	6.143	4.416	16.470	49849.514	26.899
17652.873	32.587	104.365	647.734	680.588	468.315	0.420	55.217	54.139	6.145	4.437	16.474	49846.454	27.256
17653.073	32.555	104.385	648.547	680.613	467.650	0.424	55.216	54.145	6.152	4.531	16.475	49847.688	25.880
17653.273	32.536	104.371	648.187	680.549	468.010	0.428	55.153	54.094	6.115	4.431	16.475	49843.704	26.521
17653.473	32.547	104.355	647.930	680.590	467.952	0.428	55.259	54.124	6.106	4.454	16.485	49840.807	26.450
17653.673	32.524	104.471	648.201	680.664	467.885	0.419	55.242	54.184	6.061	4.419	16.498	49843.357	26.433
17653.873	32.542	104.440	648.641	680.683	467.962	0.422	55.190	54.091	6.087	4.440	16.498	49839.728	26.455
17654.073	32.608	104.485	648.501	680.758	467.681	0.424	55.207	54.090	6.084	4.466	16.488	49841.007	26.439
17654.273	32.604	104.484	648.184	680.827	467.950	0.428	55.154	54.068	6.132	4.448	16.481	49839.721	26.247
17654.473	32.550	104.526	648.362	680.804	468.455	0.430	55.119	54.056	6.100	4.462	16.470	49837.681	26.061
17654.674	32.557	104.469	648.997	680.795	468.028	0.423	55.147	54.047	6.094	4.487	16.474	49838.265	26.028
17654.874	32.588	104.488	648.852	680.773	467.372	0.421	55.079	54.036	6.151	4.462	16.471	49833.874	27.097
17655.074	32.605	104.451	649.099	680.707	468.150	0.423	55.071	54.057	6.121	4.430	16.488	49831.613	26.883
17655.274	32.492	104.498	648.822	680.548	467.785	0.420	55.162	54.075	6.073	4.410	16.489	49833.616	26.379
17655.474	32.532	104.458	648.900	680.373	467.976	0.424	55.069	54.041	6.130	4.435	16.496	49808.405	26.395
17655.674	32.478	104.497	648.720	680.187	468.165	0.419	55.089	54.007	6.099	4.447	16.494	49809.765	26.817
17655.874	32.571	104.540	648.628	680.202	468.033	0.426	55.139	54.074	6.118	4.472	16.491	49808.161	26.784
17656.074	32.565	104.536	649.076	680.193	468.536	0.424	55.117	54.075	6.123	4.436	16.505	49802.500	27.009
17656.274	32.525	104.555	648.930	680.247	468.229	0.420	55.105	54.044	6.127	4.464	16.481	49804.466	27.026
17656.474	32.549	104.570	649.043	680.297	468.157	0.419	55.061	53.978	6.053	4.455	16.475	49804.577	26.817
17656.673	32.625	104.624	649.150	680.376	467.479	0.420	55.084	54.025	6.098	4.446	16.462	49806.180	26.806
17656.873	32.535	104.544	649.352	680.445	468.115	0.420	55.088	53.946	6.089	4.452	16.466	49804.192	26.576
17657.073	32.624	104.652	649.499	680.500	467.853	0.416	55.115	54.033	6.079	4.450	16.484	49807.075	26.554
17657.273	32.644	104.602	649.529	680.668	467.857	0.410	55.174	54.077	6.169	4.461	16.493	49804.732	26.560
17657.476	32.630	104.642	649.190	680.833	468.244	0.415	55.153	54.105	6.096	4.462	16.484	49804.503	26.910
17657.676	32.636	104.602	649.268	680.913	468.317	0.418	55.164	54.072	6.177	4.495	16.484	49805.877	27.075
17657.876	32.604	104.630	649.143	681.007	468.440	0.412	55.138	54.106	6.136	4.428	16.477	49803.978	27.239
17658.076	32.574	104.623	648.442	681.072	468.271	0.419	55.140	54.070	6.113	4.451	16.473	49809.233	26.472
17658.276	32.563	104.626	648.535	681.162	468.731	0.425	55.165	54.116	6.106	4.499	16.475	49811.243	26.346
17658.476	32.592	104.569	648.904	681.219	468.135	0.432	55.181	54.128	6.130	4.462	16.482	49809.462	27.053
17658.676	32.648	104.645	648.914	681.525	467.759	0.418	55.184	54.092	6.131	4.479	16.479	49812.448	26.839
17658.876	32.666	104.627	649.428	681.723	468.290	0.423	55.222	54.198	6.147	4.456	16.481	49811.539	26.790
17659.076	32.616	104.685	649.743	682.017	467.819	0.423	55.247	54.084	6.125	4.494	16.492	49818.132	26.746
17659.276	32.669	104.749	649.819	682.252	468.312	0.423	55.235	54.165	6.088	4.518	16.499	49817.792	26.976
17659.476	32.626	104.733	649.546	682.313	468.157	0.424	55.229	54.167	6.195	4.430	16.502	49817.186	27.042
17659.676	32.626	104.712	649.687	682.413	467.713	0.418	55.183	54.126	6.133	4.520	16.492	49826.609	26.702
17659.876	32.596	104.741	650.119	682.320	468.697	0.420	55.170	54.067	6.106	4.472	16.478	49823.350	27.223
17660.076	32.566	104.728	649.492	682.388	467.922	0.416	55.264	54.153	6.118	4.464	16.492	49831.487	26.598
17660.276	32.581	104.771	649.947	682.300	468.062	0.409	55.270	54.251	6.110	4.499	16.480	49830.667	26.697
17660.476	32.599	104.742	649.214	682.303	467.927	0.411	55.281	54.154	6.109	4.471	16.474	49830.349	27.091
17660.676	32.586	104.731	650.000	682.202	468.413	0.415	55.321	54.234	6.119	4.477	16.486	49834.976	27.530
17660.876	32.568	104.796	649.737	682.143	468.220	0.415	55.287	54.150	6.089	4.449	16.479	49838.922	26.187
17661.076	32.565	104.693	649.584	681.947	468.020	0.409	55.248	54.219	6.108	4.469	16.479	49848.309	27.250
17661.276	32.534	104.794	648.672	681.843	467.961	0.404	55.235	54.181	6.191	4.440	16.492	49869.558	26.883
17661.476	32.486	104.779	648.765	681.811	468.311	0.416	55.121	54.061	6.125	4.471	16.490	49868.642	27.157
17661.676	32.477	104.808	648.671	681.812	468.394	0.417	55.138	54.055	6.089	4.440	16.490	49868.634	26.697
17661.876	32.479	104.739	648.459	681.844	468.347	0.420	55.098	53.986	6.081	4.490	16.485	49864.517	27.437
17662.076	32.445	104.780	648.606	682.018	468.144	0.419	55.059	53.943	6.117	4.472	16.475	49867.688	26.521
17662.276	32.430	104.787	648.747	682.020	467.552	0.427	54.989	53.903	6.047	4.477	16.479	49865.818	26.603
17662.478	32.536	104.887	648.714	681.920	468.182	0.444	55.068	54.004	6.085	4.530	16.480	49866.387	27.168
17662.680	32.562	104.884	648.295	682.026	467.323	0.467	55.135	54.031	6.121	4.484	16.483	49864.850	26.730
17662.880	32.705	104.913	648.201	682.017	468.278	0.465	55.126	54.065	6.127	4.425	16.491	49861.369	27.261
17663.080	32.733	104.893	649.365	682.058	467.874	0.449	55.043	53.967	6.067	4.493	16.484	49859.839	26.878
17663.282	32.771	104.876	648.745	682.058	467.826	0.402	55.166	54.094	6.127	4.444	16.495	49854.917	26.954
17663.482	32.742	104.888	649.147	682.107	468.207	0.415	55.101	53.979	6.066	4.469	16.497	49853.874	26.592
17663.682	32.939	104.920	649.528	682.224	468.190	0.399	55.164	54.057	6.115	4.460	16.486	49855.678	27.305
17663.882	32.941	104.889	649.329	682.512	467.854	0.425	55.157	54.087	6.157	4.477	16.496	49857.326	26.444
17664.082	32.963	104.940	649.395	682.716	468.173	0.425	55.217	54.091	6.139	4.433	16.478	49855.863	26.198
17664.282	33.038	104.964	649.820	682.955	467.846	0.433	55.195	54.096	6.121	4.443	16.472	49863.364	26.636
17664.482	33.020	104.951	649.390	683.106	468.055	0.450	55.161	54.121	6.118	4.516	16.469	49862.862	26.428
17664.682	33.074	104.919	649.755	683.252	467.829	0.466	55.175	54.103	6.123	4.436	16.484	49862.182	26.779
17664.882	33.205	104.959	650.602	683.301	468.248	0.442	55.316	54.248	6.123	4.456	16.478	49864.761	27.234
17665.082	33.153	104.937	649.727	683.577	467.870	0.454	55.274	54.213	6.142	4.452	16.497	49869.965	26.505
17665.282	33.171	104.950	650.424	683.770	468.064	0.459	55.362	54.316	6.170	4.478	16.505	49872.840	27.009
17665.482	33.268	104.998	650.203	683.989	467.930	0.437	55.475	54.354	6.162	4.452	16.485	49876.077	26.263
17665.682	33.299	104.979	650.783	684.084	467.746	0.418	55.358	54.293	6.126	4.489	16.485	49874.325	26.653
17665.882	33.366	105.027	651.192	684.321	468.675	0.422	55.329	54.240	6.136	4.482	16.486	49886.639	26.444
17666.084	33.444	105.066	651.073	684.357	468.177	0.420	55.363	54.276	6.112	4.448	16.486	49887.400	26.812
17666.284	33.469	105.066	651.542	684.378	468.286	0.412	55.330	54.212	6.132	4.464	16.476	49895.478	27.294
17666.486	33.483	105.168	651.921	684.510	468.091	0.415	55.372	54.316	6.123	4.508	16.489	49917.548	27.272
17666.688	33.454	105.121	651.797	684.675	468.821	0.410	55.389	54.266	6.129	4.480	16.487	49917.370	26.631
17666.888	33.387	105.126	651.322	684.715	468.302	0.413	55.476	54.397	6.137	4.478	16.491	49916.432	26.395
17667.088	33.417	105.148	651.963	684.751	468.608	0.413	55.573	54.485	6.144	4.486	16.494	49915.367	27.102
17667.288	33.370	105.029	651.591	684.741	467.703	0.419	55.628	54.556	6.203	4.477	16.494	49915.826	27.048
17667.490	33.376	105.106	651.895	684.715	468.239	0.418	55.533	54.503	6.177	4.518	16.486	49915.840	26.976
17667.690	33.314	105.061	651.335	684.784	468.001	0.419	55.670	54.593	6.181	4.534	16.482	49916.025	27.102
17667.891	33.328	105.156	651.519	684.675	468.019	0.423	55.670	54.595	6.163	4.523	16.477	49919.942	26.971
17668.091	33.173	105.114	650.785	684.580	468.353	0.429	55.682	54.607	6.153	4.494	16.493	49919.174	26.675
17668.291	33.208	105.151	650.649	684.445	468.817	0.414	55.629	54.493	6.207	4.550	16.487	49917.747	27.119
17668.493	33.140	105.133	650.910	684.342	467.989	0.413	55.717	54.586	6.137	4.516	16.498	49925.855	26.137
