MiniLab	10-Dec-12	5:21:43 AM	

Time (sec)	T1 (C)	T2 (C)	T3 (C)	T4 (C)	T5 (C)	P1 (kPa)	P2 (kPa)	P3 (kPa)	P4 (kPa)	P5 (kPa)	Fuel Flow  (L/hr)	N1 (RPM)	Thrust (N)
16589.799	24.789	116.508	569.215	569.892	582.853	0.508	72.466	71.928	7.815	0.656	16.135	54990.344	9.404
16590.008	24.789	116.595	569.680	569.854	583.555	0.507	72.486	71.968	7.708	0.648	16.137	54990.810	8.867
16590.211	24.767	116.505	569.529	569.789	583.261	0.517	72.419	71.874	7.718	0.653	16.135	54992.502	8.593
16590.425	24.749	116.539	569.539	569.785	583.051	0.520	72.499	71.950	7.764	0.651	16.137	54994.513	8.576
16590.637	24.777	116.539	568.840	569.763	582.998	0.523	72.485	71.956	7.807	0.651	16.131	54993.537	8.554
16590.841	24.790	116.625	569.198	569.737	582.712	0.513	72.391	71.941	7.779	0.649	16.137	54994.143	8.872
16591.041	24.793	116.608	569.235	569.689	583.331	0.502	72.449	71.900	7.764	0.643	16.141	54993.352	8.828
16591.242	24.772	116.589	569.435	569.713	583.438	0.505	72.434	71.946	7.704	0.639	16.141	54994.757	8.604
16591.449	24.774	116.610	568.830	569.738	583.308	0.489	72.456	71.861	7.751	0.650	16.145	54993.197	8.839
16591.659	24.764	116.588	569.250	569.695	583.044	0.503	72.392	71.899	7.710	0.641	16.132	54994.106	8.576
16591.869	24.770	116.603	568.835	569.637	583.031	0.497	72.398	71.897	7.740	0.647	16.130	54991.608	8.938
16592.079	24.803	116.617	569.376	569.727	583.647	0.497	72.415	71.889	7.831	0.644	16.144	54990.618	8.609
16592.289	24.800	116.677	568.982	569.677	582.907	0.508	72.284	71.818	7.778	0.653	16.139	54990.485	8.944
16592.499	24.820	116.679	568.975	569.551	582.978	0.500	72.350	71.864	7.703	0.651	16.118	54990.115	9.130
16592.708	24.801	116.694	568.875	569.535	582.857	0.492	72.344	71.824	7.741	0.645	16.145	54990.204	8.944
16592.917	24.809	116.723	568.780	569.596	583.310	0.501	72.361	71.826	7.830	0.635	16.154	54985.503	8.571
16593.128	24.789	116.701	569.288	569.644	583.117	0.506	72.366	71.845	7.733	0.656	16.140	54984.949	8.669
16593.338	24.821	116.662	568.992	569.665	582.766	0.506	72.441	71.872	7.790	0.644	16.149	54985.888	8.812
16593.548	24.829	116.722	569.157	569.607	582.916	0.521	72.332	71.859	7.732	0.658	16.143	54983.648	9.190
16593.759	24.817	116.700	569.121	569.594	582.526	0.501	72.444	71.898	7.820	0.647	16.123	54985.407	9.585
16593.968	24.803	116.730	568.672	569.511	582.744	0.494	72.219	71.722	7.754	0.625	16.140	54979.516	8.911
16594.192	24.838	116.707	568.743	569.518	582.503	0.509	72.242	71.740	7.811	0.619	16.141	54979.339	9.059
16594.393	24.824	116.769	569.411	569.462	583.330	0.504	72.259	71.758	7.814	0.621	16.126	54974.949	9.728
16594.600	24.820	116.737	568.692	569.420	583.380	0.515	72.275	71.756	7.769	0.625	16.134	54968.060	8.812
16594.809	24.831	116.783	569.229	569.374	582.875	0.507	72.307	71.800	7.721	0.625	16.140	54967.255	8.965
16595.018	24.830	116.724	568.849	569.449	582.781	0.505	72.323	71.846	7.795	0.628	16.129	54966.346	8.795
16595.228	24.783	116.782	568.938	569.463	582.683	0.505	72.381	71.899	7.745	0.637	16.144	54965.245	8.686
16595.438	24.825	116.779	568.708	569.297	582.950	0.511	72.462	71.943	7.751	0.622	16.142	54966.331	9.229
16595.648	24.809	116.728	568.967	569.260	583.713	0.508	72.423	71.921	7.812	0.632	16.145	54968.837	8.845
16595.859	24.845	116.819	568.858	569.245	582.549	0.502	72.349	71.852	7.782	0.633	16.123	54967.536	8.839
16596.068	24.823	116.847	569.359	569.129	582.819	0.504	72.394	71.864	7.799	0.628	16.142	54973.301	9.245
16596.277	24.861	116.825	568.720	569.044	582.810	0.504	72.389	71.844	7.771	0.626	16.132	54973.271	8.845
16596.487	24.838	116.914	569.590	568.869	583.094	0.497	72.369	71.880	7.743	0.644	16.140	54974.956	8.730
16596.697	24.834	116.852	568.533	568.736	582.589	0.492	72.317	71.827	7.818	0.626	16.145	54976.058	8.702
16596.907	24.829	116.888	569.411	568.575	582.926	0.507	72.378	71.831	7.779	0.623	16.124	54975.924	8.795
16597.117	24.805	116.851	569.047	568.461	582.815	0.505	72.397	71.863	7.704	0.626	16.138	54979.731	8.203
16597.328	24.816	116.825	568.845	568.483	583.259	0.512	72.382	71.902	7.798	0.633	16.137	54982.717	8.834
16597.551	24.820	116.866	568.971	568.447	582.843	0.520	72.471	71.946	7.848	0.632	16.136	54987.358	8.834
16597.751	24.826	116.911	569.211	568.451	583.592	0.508	72.459	71.979	7.777	0.625	16.128	54988.415	8.938
16597.959	24.832	116.897	568.744	568.401	583.607	0.504	72.397	71.902	7.899	0.631	16.141	54988.060	8.916
16598.167	24.848	116.926	568.844	568.356	582.871	0.504	72.387	71.901	7.814	0.641	16.141	54993.840	9.130
16598.369	24.845	116.914	568.916	568.368	583.308	0.512	72.405	71.950	7.814	0.635	16.135	54993.596	8.795
16598.581	24.827	116.843	569.341	568.261	583.254	0.512	72.507	71.974	7.853	0.623	16.147	54995.023	8.368
16598.795	24.873	116.872	569.376	568.283	583.421	0.511	72.457	71.912	7.862	0.633	16.139	54998.090	8.916
16599.007	24.885	116.920	569.269	568.157	582.744	0.507	72.440	71.918	7.826	0.631	16.132	54996.848	8.976
16599.217	24.920	116.908	568.973	568.068	582.763	0.497	72.437	71.865	7.839	0.617	16.147	55004.446	8.971
16599.426	24.899	116.955	569.596	567.982	583.092	0.518	72.400	71.886	7.826	0.629	16.134	55006.316	8.752
16599.636	24.908	116.942	569.433	567.807	582.867	0.517	72.394	71.835	7.774	0.633	16.137	55003.242	8.856
16599.841	24.943	116.952	569.070	567.727	582.713	0.511	72.381	71.924	7.830	0.641	16.131	55003.293	8.779
16600.055	24.960	117.018	569.114	567.722	582.980	0.508	72.419	71.861	7.805	0.618	16.129	55003.005	8.922
16600.266	24.945	117.003	568.858	567.713	583.377	0.514	72.439	71.889	7.805	0.636	16.141	54998.593	8.785
16600.476	24.945	117.023	569.226	567.762	582.878	0.514	72.377	71.855	7.792	0.631	16.140	54999.457	8.456
16600.687	24.956	117.026	568.716	567.821	583.192	0.515	72.327	71.863	7.758	0.641	16.146	54997.092	8.658
16600.896	24.949	117.049	569.286	567.968	583.067	0.509	72.315	71.866	7.806	0.638	16.119	54997.403	9.004
16601.107	24.946	116.986	569.077	568.029	583.135	0.495	72.362	71.848	7.770	0.633	16.137	54996.819	8.642
16601.310	24.928	116.940	568.911	568.146	582.702	0.504	72.260	71.761	7.832	0.631	16.130	54994.513	8.724
16601.523	24.954	116.985	568.891	568.149	583.196	0.508	72.373	71.779	7.890	0.629	16.125	54996.900	8.505
16601.736	24.946	117.060	568.835	568.047	582.753	0.490	72.229	71.719	7.742	0.626	16.138	54992.244	8.066
16601.948	24.988	117.015	569.062	567.927	583.199	0.494	72.381	71.730	7.768	0.635	16.127	54990.913	8.724
16602.159	24.979	117.048	568.866	567.970	582.824	0.500	72.313	71.823	7.962	0.642	16.121	54990.477	9.141
16602.369	24.971	117.006	568.291	567.952	582.909	0.506	72.360	71.834	7.839	0.626	16.140	54989.516	8.834
16602.579	24.991	117.018	569.194	567.960	583.326	0.506	72.444	71.902	7.909	0.626	16.138	54991.032	8.647
16602.789	24.998	117.050	568.999	567.910	583.192	0.512	72.453	71.911	7.909	0.636	16.135	54991.179	9.081
16602.999	25.001	117.065	569.698	567.805	583.376	0.489	72.492	71.911	7.771	0.637	16.138	54988.792	8.757
16603.201	25.009	117.095	569.832	567.728	582.961	0.511	72.454	71.968	7.744	0.637	16.144	54991.394	8.730
16603.401	24.997	117.077	569.277	567.655	583.090	0.507	72.459	71.931	7.756	0.626	16.141	54996.545	8.686
16603.602	24.998	117.130	569.461	567.675	582.590	0.502	72.531	72.002	7.787	0.626	16.143	54996.575	9.042
16603.810	24.996	117.087	569.147	567.628	582.400	0.510	72.543	71.982	7.840	0.641	16.150	54995.939	9.037
16604.019	25.031	117.182	569.198	567.633	582.638	0.512	72.503	71.929	7.860	0.641	16.120	54995.104	9.135
16604.229	25.001	117.113	569.682	567.632	582.839	0.513	72.470	71.967	7.838	0.647	16.157	54995.370	8.878
16604.439	25.002	117.150	569.833	567.609	583.422	0.497	72.528	71.948	7.860	0.633	16.138	54999.169	9.092
16604.649	25.007	117.164	569.809	567.495	582.787	0.498	72.532	71.949	7.857	0.649	16.119	54999.650	8.768
16604.858	25.022	117.164	569.218	567.423	583.641	0.499	72.461	71.942	7.793	0.637	16.131	55001.926	8.878
16605.063	25.030	117.180	569.490	567.490	582.676	0.533	72.458	71.924	7.810	0.635	16.136	55003.057	8.724
16605.277	25.000	117.169	569.196	567.560	582.502	0.536	72.474	71.918	7.768	0.642	16.135	55002.473	8.669
16605.490	25.008	117.179	568.713	567.643	582.912	0.523	72.447	71.906	7.777	0.624	16.138	54998.430	9.179
16605.700	25.008	117.160	569.481	567.776	582.821	0.515	72.366	71.857	7.876	0.639	16.136	54999.627	9.113
16605.905	25.004	117.201	569.294	567.843	583.031	0.509	72.423	71.892	7.907	0.635	16.136	54999.413	8.527
16606.114	24.989	117.211	569.516	567.821	583.192	0.503	72.475	71.918	7.844	0.621	16.150	54996.567	8.845
16606.314	24.999	117.224	569.083	567.884	583.050	0.511	72.500	71.923	7.756	0.635	16.137	54996.331	8.779
16606.515	24.978	117.260	569.889	568.030	582.181	0.510	72.462	71.870	7.779	0.638	16.121	54998.157	8.697
16606.723	24.988	117.211	569.685	568.103	582.798	0.511	72.470	71.921	7.859	0.638	16.150	54997.868	8.532
16606.931	24.993	117.205	569.818	568.132	582.783	0.511	72.412	71.886	7.853	0.642	16.136	54996.752	8.954
16607.140	25.027	117.279	569.551	568.164	582.979	0.505	72.440	71.903	7.838	0.638	16.123	55001.113	8.675
